YR--MODAHRMN DIR SPD 
201702112353 170   7 
201702120053 *** *** 
201702120153 160  11 
201702120253 ***   0 
201702120353 360   3 
201702120453 ***   0 
201702120553 010   5 
201702120653 ***   0 
201702120753 ***   0 
201702120759 *** *** 
201702120853 ***   0 
201702120953 ***   0 
201702121053 ***   0 
201702121153 ***   0 
201702121253 ***   0 
201702121353 ***   0 
201702121453 ***   0 
201702121553 ***   0 
201702121653 ***   0 
201702121753 ***   0 
201702121853 ***   0 
201702121953 020   5 
201702122053 010   5 
201702122153 350   6 
201702122253 320   7 
201702122353 990   3 
201702130053 350   3 
201702130153 ***   0 
201702130253 ***   0 
201702130353 320   3 
201702130453 ***   0 
201702130553 ***   0 
201702130653 010   3 
201702130753 010   6 
201702130759 *** *** 
201702130853 ***   0 
201702130953 070   3 
201702131053 ***   0 
201702131153 ***   0 
201702131253 360   6 
201702131353 340   3 
201702131453 ***   0 
201702131553 360   9 
201702131653 010   3 
201702131753 360   6 
201702131853 020   6 
201702131953 010  11 
201702132053 350   7 
201702132153 020   7 
201702132253 010   7 
201702132353 360   7 
201702140053 310   5 
201702140153 270   5 
201702140253 ***   0 
201702140353 ***   0 
201702140453 310   3 
201702140553 ***   0 
201702140653 ***   0 
201702140753 ***   0 
201702140759 *** *** 
201702140853 100   3 
201702140953 360   5 
201702141053 340   6 
201702141153 ***   0 
201702141253 340   5 
201702141353 ***   0 
201702141453 360   3 
201702141459 360   3 
201702141553 ***   0 
201702141653 010   5 
201702141753 320   3 
201702141853 010   7 
201702141953 010   8 
201702142053 010   8 
201702142153 010   5 
201702142253 360   7 
201702142353 010   7 
201702150053 330   3 
201702150153 310   5 
201702150253 ***   0 
201702150353 070   3 
201702150453 090  10 
201702150553 070   6 
201702150653 030   7 
201702150753 360   5 
201702150759 *** *** 
201702150853 110  14 
201702150953 140  22 
201702151053 160  22 
201702151153 160  25 
201702151253 160  24 
201702151353 160  23 
201702151453 160  23 
201702151539 150  23 
201702151553 150  24 
201702151601 150  20 
201702151653 150  17 
201702151700 150  21 
201702151753 160  17 
201702151820 160  15 
201702151839 150  16 
201702151853 140  14 
201702151953 150  21 
201702152053 150  16 
201702152151 140  22 
201702152153 140  18 
201702152253 120  13 
201702152353 020   8 
201702160050 020   8 
201702160053 010   8 
201702160153 150  23 
201702160253 150  30 
201702160308 160  25 
201702160349 150  23 
201702160353 150  28 
201702160418 150  24 
201702160453 150  31 
201702160503 160  25 
201702160553 150  30 
201702160653 160  24 
201702160753 160  21 
201702160759 *** *** 
201702160853 160  29 
201702160953 150  24 
201702161053 160  20 
201702161112 150  25 
201702161133 160  18 
201702161153 170  20 
201702161253 170  15 
201702161353 170  10 
201702161453 180   9 
201702161553 190   8 
201702161621 170  11 
201702161651 990   5 
201702161653 990   5 
201702161656 190   9 
201702161658 200  10 
201702161751 170   9 
201702161753 170  10 
201702161853 180   7 
201702161953 170   9 
201702162053 180   8 
201702162153 160   7 
201702162253 990   3 
201702162353 160   7 
201702170053 160   6 
201702170153 160   6 
201702170253 170   9 
201702170353 190   3 
201702170453 190   7 
201702170553 190   6 
201702170653 180   6 
201702170753 170   9 
201702170759 *** *** 
201702170853 160   7 
201702170953 170   6 
201702171053 160   6 
201702171130 180   3 
201702171138 ***   0 
201702171146 180   3 
201702171153 160   3 
201702171230 140  10 
201702171253 140   5 
201702171330 ***   0 
201702171353 ***   0 
201702171453 140   3 
201702171459 ***   0 
201702171533 ***   0 
201702171540 ***   0 
201702171551 ***   0 
201702171553 ***   0 
201702171556 ***   0 
201702171653 350   3 
201702171753 010   7 
201702171853 360   7 
201702171855 350   7 
201702171953 020   6 
201702172053 990   6 
201702172153 350   6 
201702172253 350   9 
201702172353 350   9 
201702180053 330   7 
201702180153 310   5 
201702180253 310   6 
201702180353 330   5 
201702180453 310   3 
201702180553 ***   0 
201702180653 320   5 
201702180753 330   5 
201702180759 *** *** 
201702180853 320   7 
201702180953 310   5 
201702181053 ***   0 
201702181153 ***   0 
201702181253 ***   0 
201702181353 ***   0 
201702181453 ***   0 
201702181553 ***   0 
201702181653 ***   0 
201702181740 320   3 
201702181753 ***   0 
201702181853 ***   0 
201702181915 ***   0 
201702181953 310   3 
201702182037 ***   0 
201702182044 260   3 
201702182051 310   3 
201702182053 ***   0 
201702182153 ***   0 
201702182253 ***   0 
201702182351 210   3 
201702182353 210   3 
201702190032 ***   0 
201702190053 ***   0 
201702190105 ***   0 
201702190151 ***   0 
201702190153 ***   0 
201702190253 ***   0 
201702190353 140   3 
201702190438 ***   0 
201702190439 ***   0 
201702190451 ***   0 
201702190453 ***   0 
201702190551 ***   0 
201702190553 ***   0 
201702190636 030   3 
201702190653 020   5 
201702190726 020   3 
201702190753 ***   0 
201702190759 *** *** 
201702190840 090   5 
201702190853 050   6 
201702190902 050   3 
201702190938 ***   0 
201702190953 ***   0 
201702191053 040   3 
201702191153 020   6 
201702191253 030   6 
201702191353 030   5 
201702191453 ***   0 
201702191553 040   6 
201702191653 050   5 
201702191743 120  11 
201702191753 120  10 
201702191851 110  14 
201702191853 140  16 
201702191953 150  15 
201702192053 150  14 
201702192153 130  16 
201702192229 160  14 
201702192251 130  16 
201702192253 130  13 
201702192351 150  20 
201702192353 140  18 
201702200002 150  18 
201702200053 140  21 
201702200153 140  22 
201702200253 140  16 
201702200353 150  17 
201702200444 150  20 
201702200453 150  22 
201702200553 150  16 
201702200653 150  17 
201702200753 150  20 
201702200759 *** *** 
201702200853 160  15 
201702200953 160   7 
201702201053 180   6 
201702201134 160   8 
201702201153 160   3 
201702201253 360   6 
201702201321 020   7 
201702201353 010   6 
201702201453 020   7 
201702201553 010   8 
201702201653 010   7 
201702201654 010   7 
201702201753 360  10 
201702201853 010  11 
201702201953 010  10 
201702202053 310   6 
201702202153 260   7 
201702202253 270   6 
201702202353 250   3 
201702210053 ***   0 
201702210153 160   5 
201702210253 ***   0 
201702210353 ***   0 
201702210451 ***   0 
201702210453 ***   0 
201702210553 ***   0 
201702210625 ***   0 
201702210653 ***   0 
201702210753 ***   0 
201702210759 *** *** 
201702210801 350   5 
201702210812 360   6 
201702210853 ***   0 
201702210908 ***   0 
201702210953 ***   0 
201702211023 ***   0 
201702211051 ***   0 
201702211053 ***   0 
201702211101 ***   0 
201702211120 330   3 
201702211131 330   3 
201702211151 340   3 
201702211153 350   3 
201702211203 020   7 
201702211217 010   6 
201702211229 350   6 
201702211251 010   7 
201702211253 010   7 
201702211316 340   5 
201702211328 020   7 
201702211344 360   5 
201702211353 360   5 
201702211421 310   5 
201702211442 310   3 
201702211450 ***   0 
201702211453 ***   0 
201702211455 ***   0 
201702211551 ***   0 
201702211553 ***   0 
201702211651 990   3 
201702211653 990   5 
201702211729 300   8 
201702211753 *** *** 
201702211853 300   8 
201702211903 310   6 
201702211953 290   5 
201702212037 990   5 
201702212053 250   7 
201702212153 280   5 
201702212251 990   5 
201702212253 990   3 
201702212321 990   3 
201702212353 180   5 
201702220053 170   6 
201702220153 ***   0 
201702220253 ***   0 
201702220353 ***   0 
201702220453 150   3 
201702220553 ***   0 
201702220653 150   3 
201702220753 160   3 
201702220759 *** *** 
201702220853 180   6 
201702220953 160   6 
201702221053 160   5 
201702221153 ***   0 
201702221253 ***   0 
201702221353 150   3 
201702221453 160   5 
201702221553 ***   0 
201702221653 150   5 
201702221753 160   8 
201702221810 160   8 
201702221853 160   8 
201702221953 990   7 
201702222042 190   8 
201702222043 180   7 
201702222053 270   5 
201702222145 170   8 
201702222153 160   7 
201702222253 200   6 
201702222349 080   7 
201702222351 090   7 
201702222353 090   7 
201702230051 120   5 
201702230053 120   5 
201702230153 ***   0 
201702230253 ***   0 
201702230318 ***   0 
201702230353 ***   0 
201702230453 ***   0 
201702230553 ***   0 
201702230653 ***   0 
201702230753 ***   0 
201702230759 *** *** 
201702230853 ***   0 
201702230953 ***   0 
201702231053 ***   0 
201702231153 ***   0 
201702231253 ***   0 
201702231307 ***   0 
201702231353 ***   0 
201702231453 ***   0 
201702231500 ***   0 
201702231504 340   3 
201702231553 ***   0 
201702231653 ***   0 
201702231750 040   3 
201702231753 ***   0 
201702231853 ***   0 
201702231900 ***   0 
201702231953 990   5 
201702232000 290   5 
201702232051 990   5 
201702232053 210   5 
201702232106 240   6 
201702232153 280   6 
201702232253 260   5 
201702232353 990   6 
201702240053 170   5 
201702240153 ***   0 
201702240253 ***   0 
201702240353 150   3 
201702240453 160   5 
201702240553 170   3 
201702240653 140   3 
201702240753 160   5 
201702240759 *** *** 
201702240830 160   5 
201702240853 160   9 
201702240940 150  10 
201702240951 150   9 
201702240953 150  10 
201702241000 140   7 
201702241009 150   9 
201702241023 150  10 
201702241032 170   9 
201702241035 150   7 
201702241046 110   3 
201702241051 110   3 
201702241053 120   3 
201702241100 ***   0 
201702241111 110   3 
201702241116 100   3 
201702241135 080   6 
201702241153 ***   0 
201702241203 130   3 
201702241222 150   6 
201702241236 180   3 
201702241245 ***   0 
201702241251 ***   0 
201702241253 ***   0 
201702241302 ***   0 
201702241314 ***   0 
201702241330 010   3 
201702241353 040   5 
201702241403 040   5 
201702241453 020   5 
201702241457 030   3 
201702241553 030   6 
201702241653 360   5 
201702241753 020   3 
201702241853 020   5 
201702241953 010   5 
201702242053 ***   0 
201702242153 990   7 
201702242253 140   3 
201702242353 ***   0 
201702250053 ***   0 
201702250153 ***   0 
201702250253 ***   0 
201702250353 ***   0 
201702250453 ***   0 
201702250553 ***   0 
201702250653 ***   0 
201702250753 ***   0 
201702250759 *** *** 
201702250853 ***   0 
201702250951 ***   0 
201702250953 ***   0 
201702251007 ***   0 
201702251018 ***   0 
201702251053 ***   0 
201702251111 ***   0 
201702251120 350   3 
201702251153 ***   0 
201702251253 ***   0 
201702251353 ***   0 
201702251453 ***   0 
201702251553 ***   0 
201702251653 170   3 
201702251753 990   7 
201702251853 170   9 
201702251953 180   8 
201702252011 170   6 
201702252024 160  10 
201702252053 180  10 
201702252153 170  10 
201702252253 160   9 
201702252353 160  10 
201702260053 170  13 
201702260153 160  14 
201702260200 150  10 
201702260251 130   7 
201702260253 120   7 
201702260319 160  13 
201702260353 160  13 
201702260453 170   8 
201702260508 170   9 
201702260553 170  10 
201702260632 160  10 
201702260653 150  13 
201702260723 150   7 
201702260735 140   6 
201702260753 150   7 
201702260759 *** *** 
201702260853 150   5 
201702260953 120   5 
201702261017 110   3 
201702261029 100   3 
201702261036 100   3 
201702261053 ***   0 
201702261125 360   5 
201702261133 360   5 
201702261141 360   7 
201702261151 360   6 
201702261153 010   6 
201702261253 030   7 
201702261351 030   8 
201702261353 030   7 
201702261402 030  10 
201702261413 020   8 
201702261425 040   7 
201702261453 030   9 
201702261510 030   9 
201702261553 030  10 
201702261653 030  10 
201702261753 030  14 
201702261853 030  16 
201702261953 020  17 
201702262053 030  21 
201702262153 020  22 
201702262253 010  23 
201702262353 020  23 
201702270053 020  17 
201702270153 010  14 
201702270253 010  13 
201702270353 360  13 
201702270453 360  10 
201702270553 010  11 
201702270653 010   8 
201702270753 010   8 
201702270759 *** *** 
201702270853 340   7 
201702270953 010   6 
201702271053 010   5 
201702271153 ***   0 
201702271253 ***   0 
201702271353 ***   0 
201702271451 ***   0 
201702271453 ***   0 
201702271553 ***   0 
201702271642 ***   0 
201702271649 ***   0 
201702271653 350   3 
201702271753 010   7 
201702271800 020   8 
201702271803 010   8 
201702271844 010   8 
201702271853 020   8 
201702271856 020   8 
201702271911 010   9 
201702271931 010   7 
201702271939 010   9 
201702271953 010   9 
201702272053 020  10 
201702272100 020  10 
201702272153 020   8 
201702272225 360   9 
201702272239 340   8 
201702272253 350   8 
201702272302 350   8 
201702272313 330   6 
201702272353 340   3 
201702280023 050   3 
201702280034 ***   0 
201702280050 010   5 
201702280053 010   5 
201702280153 080   5 
201702280205 080   5 
201702280253 ***   0 
201702280353 ***   0 
201702280453 ***   0 
201702280553 010   3 
201702280653 ***   0 
201702280753 010   3 
201702280759 *** *** 
201702280807 360   5 
201702280811 010   3 
201702280827 ***   0 
201702280844 ***   0 
201702280853 020   3 
201702280902 ***   0 
201702280918 050   3 
201702280953 ***   0 
201702281007 280   3 
201702281036 ***   0 
201702281053 ***   0 
201702281107 ***   0 
201702281144 ***   0 
201702281153 ***   0 
201702281209 ***   0 
201702281215 ***   0 
201702281231 ***   0 
201702281243 ***   0 
201702281253 ***   0 
201702281301 ***   0 
201702281309 ***   0 
201702281353 ***   0 
201702281453 ***   0 
201702281509 ***   0 
201702281513 ***   0 
201702281520 ***   0 
201702281551 ***   0 
201702281553 ***   0 
201702281600 ***   0 
201702281609 ***   0 
201702281630 ***   0 
201702281653 ***   0 
201702281717 ***   0 
201702281725 ***   0 
201702281753 150   7 
201702281817 150   8 
201702281853 160   9 
201702281900 160   7 
201702281933 160   6 
201702281953 160   7 
201702282053 150  10 
201702282153 150  10 
201702282253 160  11 
201702282353 150  10 
201703010053 140  10 
201703010153 150  11 
201703010253 150  11 
201703010353 150  14 
201703010453 150  21 
201703010553 150  17 
201703010628 170  16 
201703010653 160  15 
201703010753 170  13 
201703010759 *** *** 
201703010759 *** *** 
201703010825 160  13 
201703010853 160  15 
201703010953 170  13 
201703011029 170  10 
201703011053 160  15 
201703011153 170  14 
201703011253 170  10 
201703011311 170  11 
201703011353 180   7 
201703011453 180   8 
201703011553 180  10 
201703011653 170  13 
201703011753 170   9 
201703011853 170   9 
201703011953 160  14 
201703012053 160  13 
201703012153 170  13 
201703012253 160   8 
201703012353 170   8 
201703020053 170   8 
201703020153 160   5 
201703020253 120   3 
201703020353 110   6 
201703020400 100   6 
201703020453 110   3 
201703020529 110   6 
201703020553 120   3 
201703020653 ***   0 
201703020738 340   3 
201703020745 360   5 
201703020753 320   3 
201703020759 *** *** 
201703020853 ***   0 
201703020953 020   5 
201703021005 ***   0 
201703021022 ***   0 
201703021053 ***   0 
201703021151 ***   0 
201703021153 ***   0 
201703021202 140   9 
201703021253 150  10 
201703021351 150  13 
201703021353 150  13 
201703021453 150  14 
201703021553 140  14 
201703021653 150  14 
201703021753 160  14 
201703021853 160  13 
201703021953 160  15 
201703022053 150  16 
201703022153 150  15 
201703022253 150  18 
201703022353 150  11 
201703030048 150  16 
201703030053 150  17 
201703030153 150  16 
201703030253 150  13 
201703030353 150  18 
201703030453 150  21 
201703030531 150  22 
201703030553 150  24 
201703030642 150  25 
201703030653 150  24 
201703030753 150  23 
201703030759 *** *** 
201703030853 150  18 
201703030953 150  24 
201703031053 150  20 
201703031153 150  24 
201703031253 150  23 
201703031353 170  16 
201703031453 160  18 
201703031553 160  17 
201703031653 170  18 
201703031753 170  11 
201703031853 170  11 
201703031900 170  13 
201703031940 180  11 
201703031949 180   6 
201703031953 990   6 
201703032006 210   5 
201703032053 ***   0 
201703032101 ***   0 
201703032112 ***   0 
201703032151 280   3 
201703032153 290   5 
201703032216 290   5 
201703032225 300   5 
201703032251 990   3 
201703032253 310   5 
201703032300 290   7 
201703032317 990   5 
201703032336 290   5 
201703032346 290   3 
201703032353 ***   0 
201703040000 280   5 
201703040053 270   9 
201703040100 990   5 
201703040109 990   3 
201703040116 990   6 
201703040123 990   7 
201703040130 260   6 
201703040153 *** *** 
201703040253 140  11 
201703040353 150  11 
201703040453 120  13 
201703040509 120  14 
201703040553 140  13 
201703040653 140   9 
201703040753 150   8 
201703040759 *** *** 
201703040853 150  10 
201703040953 160  11 
201703041031 160  14 
201703041051 170  11 
201703041053 160   9 
201703041101 170  10 
201703041123 150  10 
201703041144 150  10 
201703041153 160   9 
201703041228 130   8 
201703041253 180   5 
201703041351 160   7 
201703041353 160   6 
201703041428 170   6 
201703041453 160   8 
201703041553 100   5 
201703041653 140   7 
201703041719 130  10 
201703041730 120   6 
201703041753 090   5 
201703041830 990   3 
201703041842 120   7 
201703041853 160   8 
201703041903 160   8 
201703041911 150   5 
201703041918 120   8 
201703041953 100   3 
201703042000 130   3 
201703042053 990   6 
201703042103 030   6 
201703042127 990   6 
201703042135 040   5 
201703042153 020   8 
201703042204 030   8 
201703042253 010   7 
201703042353 030   8 
201703050053 020   8 
201703050153 030   8 
201703050253 010   8 
201703050353 010   9 
201703050453 010   8 
201703050553 010   9 
201703050653 040   7 
201703050753 030   6 
201703050759 *** *** 
201703050853 040   5 
201703050936 040   6 
201703050949 030   8 
201703050953 020   6 
201703050959 010   6 
201703051010 020   7 
201703051031 020   6 
201703051053 030   7 
201703051056 030   8 
201703051107 030   7 
201703051130 020   8 
201703051136 360   6 
201703051145 350   6 
201703051148 010   5 
201703051153 360   5 
201703051200 360   5 
201703051253 330   3 
201703051353 130  11 
201703051438 150  17 
201703051453 150  15 
201703051526 150  15 
201703051544 140  13 
201703051553 150  13 
201703051603 150  15 
201703051617 160  11 
201703051629 160   9 
201703051649 140   6 
201703051651 110   5 
201703051653 120   3 
201703051753 130  14 
201703051853 150  13 
201703051900 150  17 
201703051953 140  14 
201703052000 150  11 
201703052053 150  15 
201703052153 150  11 
201703052253 150  16 
201703052351 150  17 
201703052353 150  17 
201703060051 140  17 
201703060053 140  17 
201703060153 120   5 
201703060251 110  11 
201703060253 110  11 
201703060353 140  10 
201703060410 140  11 
201703060453 150  14 
201703060553 160  10 
201703060637 180   9 
201703060653 170   8 
201703060709 170  13 
201703060753 160  15 
201703060759 *** *** 
201703060819 160  14 
201703060821 170  13 
201703060829 160   9 
201703060847 180   9 
201703060853 170  11 
201703060933 170  16 
201703060953 160  15 
201703061017 190  10 
201703061031 170  11 
201703061049 180   8 
201703061053 180   9 
201703061153 180   8 
201703061253 180  10 
201703061353 180   9 
201703061453 180   8 
201703061553 160  14 
201703061653 170  13 
201703061753 150  11 
201703061805 160  11 
201703061834 160  11 
201703061853 140  11 
201703061951 150   9 
201703061953 140   8 
201703062051 150   9 
201703062053 150   9 
201703062056 150   9 
201703062101 150   9 
201703062121 170  11 
201703062153 170  10 
201703062253 170   8 
201703062309 170   8 
201703062353 180  11 
201703070053 160  10 
201703070153 160   9 
201703070253 180   6 
201703070353 170   7 
201703070453 140   8 
201703070553 160   3 
201703070653 150   8 
201703070753 140  10 
201703070759 *** *** 
201703070853 130   9 
201703070953 150  16 
201703071053 150  18 
201703071102 150  17 
201703071153 140  13 
201703071226 150  13 
201703071253 150  11 
201703071330 120  14 
201703071343 130  11 
201703071353 130  13 
201703071453 140  15 
201703071553 140  11 
201703071653 150  10 
201703071753 120  10 
201703071853 130   9 
201703071907 130  10 
201703071953 110  11 
201703072053 140  13 
201703072112 150  18 
201703072131 140  15 
201703072153 150  13 
201703072253 170   7 
201703072353 150   6 
201703080053 160  10 
201703080153 150  16 
201703080251 150  11 
201703080253 150   9 
201703080353 140   9 
201703080440 170  10 
201703080453 180  11 
201703080553 170  10 
201703080612 160  15 
201703080625 180   9 
201703080653 180   7 
201703080753 990   3 
201703080759 *** *** 
201703080853 990   6 
201703080953 990   5 
201703081053 ***   0 
201703081153 ***   0 
201703081253 160   5 
201703081353 160   3 
201703081453 170   6 
201703081455 180   6 
201703081553 180   6 
201703081653 170  10 
201703081712 170   9 
201703081719 160  11 
201703081753 170  16 
201703081853 160  13 
201703081953 170  13 
201703082053 160   9 
201703082153 150  10 
201703082253 180   7 
201703082353 180   7 
201703090053 180   5 
201703090151 300   6 
201703090153 290   7 
201703090230 340   5 
201703090253 030   6 
201703090300 030   8 
201703090313 040  10 
201703090344 020   7 
201703090353 020   7 
201703090442 040   7 
201703090453 040   6 
201703090553 030   5 
201703090653 010   8 
201703090753 040   3 
201703090759 *** *** 
201703090800 ***   0 
201703090811 ***   0 
201703090853 ***   0 
201703090917 ***   0 
201703090939 ***   0 
201703090953 ***   0 
201703091018 ***   0 
201703091053 050   3 
201703091101 ***   0 
201703091110 ***   0 
201703091119 360   3 
201703091132 350   3 
201703091150 360   3 
201703091153 360   3 
201703091222 010   3 
201703091244 ***   0 
201703091253 ***   0 
201703091306 ***   0 
201703091322 020   3 
201703091333 010   3 
201703091353 020   5 
201703091408 010   3 
201703091416 020   3 
201703091451 350   3 
201703091453 340   5 
201703091551 360   5 
201703091553 010   5 
201703091653 010   3 
201703091750 010   7 
201703091753 010   7 
201703091853 030   7 
201703091953 010   9 
201703092053 020   7 
201703092153 010   6 
201703092253 010  10 
201703092351 020   9 
201703092353 020  10 
201703100053 010  11 
201703100151 010  11 
201703100153 020  10 
201703100251 010  10 
201703100253 010  10 
201703100351 030   8 
201703100353 030   8 
201703100438 010   7 
201703100453 340   6 
201703100532 020   8 
201703100553 010   6 
201703100653 020   9 
201703100724 350   7 
201703100753 010   6 
201703100759 *** *** 
201703100853 180   8 
201703100953 180  10 
201703101053 990   7 
201703101153 180   9 
201703101205 160  10 
201703101253 160  11 
201703101353 160  13 
201703101453 170   9 
201703101551 170  13 
201703101553 180  10 
201703101653 170  11 
201703101700 160  11 
201703101753 170   9 
201703101819 160   9 
201703101853 170  11 
201703101953 170   9 
201703102053 200   8 
201703102153 990   5 
201703102253 990   5 
201703102353 170   5 
201703110053 140   7 
201703110153 140   8 
201703110253 160   5 
201703110353 130   6 
201703110400 120   6 
201703110453 ***   0 
201703110527 ***   0 
201703110553 170   3 
201703110600 ***   0 
201703110607 ***   0 
201703110631 ***   0 
201703110653 ***   0 
201703110701 ***   0 
201703110732 040   3 
201703110753 020   3 
201703110759 *** *** 
201703110853 060   3 
201703110953 030   3 
201703111053 020   7 
201703111153 010   5 
201703111253 010   6 
201703111353 350   5 
201703111453 020   8 
201703111553 010   8 
201703111653 100   3 
201703111751 ***   0 
201703111753 ***   0 
201703111853 080   5 
201703111953 140  17 
201703112051 160   9 
201703112053 170   7 
201703112100 160   3 
201703112151 110   8 
201703112153 100   7 
201703112242 150  13 
201703112253 140   9 
201703112351 150  15 
201703112353 150  16 
201703120051 150  15 
201703120053 160  13 
201703120132 170  13 
201703120135 170  10 
201703120145 200   6 
201703120151 180   7 
201703120153 990   7 
201703120201 990   7 
201703120204 180   6 
201703120218 180   7 
201703120251 170   6 
201703120253 170   6 
201703120353 160   8 
201703120442 170   6 
201703120453 990   5 
201703120553 150   9 
201703120653 180  10 
201703120704 160   8 
201703120737 160   9 
201703120753 170   8 
201703120759 *** *** 
201703120853 160   9 
201703120953 140   8 
201703121043 170   7 
201703121053 150  11 
201703121153 170   6 
201703121253 170   7 
201703121353 990   3 
201703121451 170   7 
201703121453 170   7 
201703121539 160   5 
201703121553 150   6 
201703121653 180   6 
201703121753 170  10 
201703121853 150  13 
201703121953 160  10 
201703122053 170  10 
201703122151 160   7 
201703122153 170   7 
201703122200 160   9 
201703122253 150  13 
201703122353 990   8 
201703130053 140  10 
201703130153 130   8 
201703130253 130   5 
201703130353 010   5 
201703130453 360   5 
201703130553 340   5 
201703130653 360   5 
201703130753 010   8 
201703130759 *** *** 
201703130853 360   7 
201703130953 040   6 
201703131053 360   6 
201703131153 330   7 
201703131253 ***   0 
201703131353 990   5 
201703131453 360   7 
201703131553 020   6 
201703131604 080   9 
201703131653 020   7 
201703131720 020   6 
201703131751 ***   0 
201703131753 990   3 
201703131853 ***   0 
201703131951 360   5 
201703131953 350   3 
201703132053 020   3 
201703132153 360   6 
201703132253 020   5 
201703132327 020   7 
201703132353 020   7 
201703140053 050   5 
201703140153 040   5 
201703140253 040   3 
201703140326 020   3 
201703140353 ***   0 
201703140453 350   3 
201703140553 ***   0 
201703140653 360   5 
201703140753 020   3 
201703140759 *** *** 
201703140853 020   5 
201703140953 020   3 
201703141053 050   3 
201703141153 040   6 
201703141253 020   8 
201703141353 030   7 
201703141453 ***   0 
201703141500 ***   0 
201703141553 ***   0 
201703141653 180   7 
201703141753 180  14 
201703141853 170   8 
201703141953 990  10 
201703142053 160  10 
201703142153 170  10 
201703142253 180   9 
201703142351 160  13 
201703142353 160  11 
201703150053 160  10 
201703150153 160  10 
201703150253 170  14 
201703150310 170  13 
201703150353 180  10 
201703150400 170  11 
201703150416 170  13 
201703150453 170   9 
201703150532 170   8 
201703150546 160   9 
201703150551 160   9 
201703150553 160   9 
201703150604 160   7 
201703150624 240   3 
201703150631 ***   0 
201703150653 ***   0 
201703150753 160   3 
201703150759 *** *** 
201703150853 170   3 
201703150953 190   3 
201703151053 160   5 
201703151153 160   3 
201703151253 100   3 
201703151353 090   6 
201703151357 090   6 
201703151453 ***   0 
201703151553 ***   0 
201703151557 ***   0 
201703151653 ***   0 
201703151751 ***   0 
201703151753 ***   0 
201703151853 ***   0 
201703151937 040   5 
201703151944 020   5 
201703151953 360   5 
201703151955 360   5 
201703152002 020   5 
201703152030 020   5 
201703152053 220   3 
201703152055 ***   0 
201703152153 360   5 
201703152251 ***   0 
201703152253 ***   0 
201703152351 ***   0 
201703152353 340   3 
201703160051 ***   0 
201703160053 ***   0 
201703160153 ***   0 
201703160210 170   9 
201703160226 170  10 
201703160253 170   9 
201703160307 170   9 
201703160353 160  13 
201703160453 160  15 
201703160534 990  14 
201703160541 990  10 
201703160549 180  13 
201703160550 180  14 
201703160558 180  10 
201703160610 180  10 
201703160653 160  15 
201703160753 170  10 
201703160759 *** *** 
201703160853 170   9 
201703160953 160   7 
201703161053 200   6 
201703161153 990   6 
201703161253 130   7 
201703161353 990   6 
201703161453 170  13 
201703161553 160   7 
201703161653 160  14 
201703161753 170  17 
201703161853 160  17 
201703161953 150  15 
201703162053 160  13 
201703162153 180  13 
201703162253 160  13 
201703162353 170  16 
201703170053 150  13 
201703170153 160  10 
201703170253 160  13 
201703170353 160   8 
201703170453 150  10 
201703170553 140  13 
201703170653 140  14 
201703170753 120   6 
201703170759 *** *** 
201703170853 090   8 
201703170953 ***   0 
201703171053 030   7 
201703171153 030   8 
201703171253 340   6 
201703171353 010   6 
201703171453 030   6 
201703171553 010   3 
201703171653 030   5 
201703171753 030   6 
201703171853 020   6 
201703171953 030   5 
201703172011 170   7 
201703172053 140   3 
201703172153 160  10 
201703172253 110   8 
201703172353 ***   0 
201703180053 ***   0 
201703180059 030   3 
201703180110 040   6 
201703180117 030  10 
201703180150 020   7 
201703180153 020   7 
201703180251 020   8 
201703180253 020   9 
201703180325 020   9 
201703180353 020  10 
201703180453 020   6 
201703180531 020   9 
201703180551 010   7 
201703180553 020   7 
201703180653 020   7 
201703180733 360   5 
201703180753 350   8 
201703180759 *** *** 
201703180811 360   7 
201703180846 340   8 
201703180853 340   7 
201703180935 360   5 
201703180953 330   6 
201703181007 360   6 
201703181023 300   5 
201703181040 310   6 
201703181053 320   5 
201703181120 ***   0 
201703181151 990   6 
201703181153 990   8 
201703181204 990   9 
201703181211 280   8 
201703181219 990   8 
201703181250 ***   0 
201703181253 210   3 
201703181325 250   5 
201703181353 990   3 
201703181453 ***   0 
201703181551 ***   0 
201703181553 ***   0 
201703181618 170   3 
201703181653 ***   0 
201703181753 180   7 
201703181800 170   6 
201703181806 170   6 
201703181840 170   7 
201703181853 170   8 
201703181951 220   6 
201703181953 210   6 
201703182053 990   6 
201703182153 990   6 
201703182253 150   7 
201703182353 150   8 
201703190053 200   5 
201703190153 990   6 
201703190253 190   3 
201703190353 990   5 
201703190453 190   6 
201703190553 990   3 
201703190653 190   3 
201703190753 180   3 
201703190759 *** *** 
201703190853 160   8 
201703190953 170   7 
201703191053 170   5 
201703191153 160   5 
201703191253 150   8 
201703191353 160   5 
201703191453 130   8 
201703191553 150   5 
201703191653 160   3 
201703191753 990   8 
201703191853 ***   0 
201703191953 ***   0 
201703192053 360   5 
201703192153 990   6 
201703192253 330   9 
201703192353 330   7 
201703200053 010  10 
201703200153 340   6 
201703200253 310   5 
201703200353 320   5 
201703200453 320   5 
201703200553 360   8 
201703200653 010   8 
201703200753 010   9 
201703200759 *** *** 
201703200853 020   9 
201703200953 010   9 
201703201053 020  11 
201703201153 030   9 
201703201253 020   9 
201703201353 020   8 
201703201453 020  15 
201703201553 040  13 
