YR--MODAHRMN DIR SPD 
201705050353 ***   0 
201705050453 280   3 
201705050541 ***   0 
201705050545 ***   0 
201705050553 140   3 
201705050603 140   7 
201705050616 ***   0 
201705050653 ***   0 
201705050728 ***   0 
201705050735 150   3 
201705050751 ***   0 
201705050753 ***   0 
201705050758 ***   0 
201705050759 *** *** 
201705050803 ***   0 
201705050813 ***   0 
201705050818 ***   0 
201705050853 180   3 
201705050928 170   6 
201705050946 180   8 
201705050953 170   6 
201705051019 160   6 
201705051051 170   8 
201705051053 170   7 
201705051108 170   6 
201705051132 170   9 
201705051146 170   9 
201705051151 170   9 
201705051153 170   9 
201705051202 160   8 
201705051223 150  14 
201705051243 160  10 
201705051253 160  14 
201705051315 160  13 
201705051337 150  14 
201705051346 160  15 
201705051353 170  14 
201705051453 170  11 
201705051553 150  16 
201705051651 160  17 
201705051653 160  16 
201705051748 170  11 
201705051753 160  11 
201705051851 170  10 
201705051853 160   9 
201705051951 180   8 
201705051953 170   8 
201705052053 160   7 
201705052153 170   8 
201705052253 160  10 
201705052353 150  14 
201705060053 150  14 
201705060153 160  10 
201705060253 150  10 
201705060353 160   7 
201705060453 150   7 
201705060553 150   9 
201705060653 170   8 
201705060753 180   3 
201705060759 *** *** 
201705060853 ***   0 
201705060953 180   3 
201705061053 160   3 
201705061153 160   3 
201705061253 ***   0 
201705061353 160   3 
201705061453 160   3 
201705061553 990   7 
201705061653 220   7 
201705061753 170   8 
201705061853 180   6 
201705061953 990   5 
201705062053 160   8 
201705062153 160  10 
201705062253 160   8 
201705062353 290   8 
201705070053 170   7 
201705070153 160   7 
201705070253 170   5 
201705070353 200   3 
201705070453 ***   0 
201705070553 ***   0 
201705070653 ***   0 
201705070753 160   3 
201705070759 *** *** 
201705070853 150   3 
201705070953 160   3 
201705071053 ***   0 
201705071153 170   5 
201705071210 170   6 
201705071227 180   3 
201705071253 180   3 
201705071301 180   3 
201705071350 180   6 
201705071353 990   7 
201705071400 180   6 
201705071453 180   6 
201705071553 160   7 
201705071653 ***   0 
201705071753 150   5 
201705071853 ***   0 
201705071953 ***   0 
201705072053 990   3 
201705072153 *** *** 
201705072253 990   5 
201705072353 990   5 
201705080053 180   6 
201705080153 220   3 
201705080253 200   3 
201705080353 200   3 
201705080453 170   6 
201705080553 160   6 
201705080653 140   8 
201705080753 150   5 
201705080759 *** *** 
201705080853 ***   0 
201705080953 ***   0 
201705081053 ***   0 
201705081153 ***   0 
201705081253 ***   0 
201705081353 ***   0 
201705081453 360   5 
201705081553 150   7 
201705081653 ***   0 
201705081753 ***   0 
201705081853 990   3 
201705081953 990   3 
201705082053 990   3 
201705082153 990   5 
201705082253 250   6 
201705082353 990   6 
201705090053 990   7 
201705090153 290   8 
201705090253 280   3 
201705090353 270   3 
201705090453 ***   0 
201705090553 ***   0 
201705090653 ***   0 
201705090753 ***   0 
201705090759 *** *** 
201705090853 ***   0 
201705090953 ***   0 
201705091053 ***   0 
201705091153 ***   0 
201705091253 ***   0 
201705091353 ***   0 
201705091453 010   5 
201705091454 350   5 
201705091553 ***   0 
201705091554 ***   0 
201705091653 120   3 
201705091654 ***   0 
201705091753 330   6 
201705091755 260 *** 
201705091853 060   5 
201705091953 990   8 
201705092053 990   5 
201705092153 310   9 
201705092253 260   6 
201705092353 990   5 
201705100053 270   6 
201705100153 ***   0 
201705100253 270   5 
201705100353 ***   0 
201705100453 290   3 
201705100553 ***   0 
201705100653 190   3 
201705100753 ***   0 
201705100759 *** *** 
201705100853 ***   0 
201705100953 170   5 
201705101053 160   7 
201705101153 170   3 
201705101253 200   6 
201705101353 170   3 
201705101453 210   3 
201705101553 190   8 
201705101653 160   8 
201705101753 180   9 
201705101853 990   8 
201705101953 190   6 
201705102053 190   6 
201705102153 990   5 
201705102253 270   7 
201705102353 300   7 
201705110053 990   3 
201705110153 ***   0 
201705110253 ***   0 
201705110353 ***   0 
201705110453 180   3 
201705110553 170   5 
201705110653 ***   0 
201705110753 ***   0 
201705110759 *** *** 
201705110853 170  10 
201705110953 150   6 
201705111053 990   5 
201705111153 360   3 
201705111253 010   5 
201705111353 060   6 
201705111453 020   6 
201705111553 070   3 
201705111611 ***   0 
201705111653 190   5 
201705111753 150   3 
201705111853 170   6 
201705111953 990   5 
201705112053 ***   0 
201705112153 130  10 
201705112253 140   7 
201705112353 ***   0 
201705120053 100   6 
201705120153 140   7 
201705120253 140  14 
201705120353 150  10 
201705120453 150  13 
201705120553 150   9 
201705120653 160  14 
201705120753 160   7 
201705120759 *** *** 
201705120853 150  13 
201705120953 160  15 
201705121053 140  14 
201705121153 140  14 
201705121253 150  14 
201705121353 150  11 
201705121453 150  13 
201705121553 150  13 
201705121653 160  13 
201705121753 160  13 
201705121853 170  14 
201705121953 170  10 
201705122053 160  17 
201705122153 190  11 
201705122253 230  10 
201705122353 990   7 
201705130023 990   5 
201705130038 160   5 
201705130053 200   6 
201705130153 ***   0 
201705130253 160   9 
201705130353 ***   0 
201705130453 ***   0 
201705130553 ***   0 
201705130653 ***   0 
201705130753 ***   0 
201705130759 *** *** 
201705130853 ***   0 
201705130953 ***   0 
201705131053 ***   0 
201705131153 ***   0 
201705131253 350   3 
201705131353 ***   0 
201705131451 070   3 
201705131453 060   3 
201705131553 060   3 
201705131653 990   3 
201705131751 170  11 
201705131753 170  11 
201705131853 180   9 
201705131953 170   9 
201705132053 990   7 
201705132153 990   8 
201705132253 990   7 
201705132353 990   8 
201705140053 990   6 
201705140153 ***   0 
201705140253 ***   0 
201705140353 190   3 
201705140453 160   6 
201705140553 160   6 
201705140653 140   6 
201705140753 160   6 
201705140759 *** *** 
201705140853 140   7 
201705140953 150   5 
201705141053 160  10 
201705141153 170   6 
201705141253 180   5 
201705141353 160   3 
201705141453 130   8 
201705141553 140   8 
201705141653 140   7 
201705141753 160   7 
201705141853 170  11 
201705141953 180  11 
201705142053 170   8 
201705142153 190   7 
201705142253 190   9 
201705142353 990   6 
201705150053 220   7 
201705150153 990   3 
201705150253 ***   0 
201705150353 170   5 
201705150453 160   8 
201705150553 150   8 
201705150653 150   7 
201705150753 150   6 
201705150759 *** *** 
201705150853 140   9 
201705150953 150   9 
201705151053 160  11 
201705151153 140   9 
201705151253 160   6 
201705151353 170   6 
201705151453 150   8 
201705151551 140   7 
201705151553 140   6 
201705151653 990   3 
201705151751 ***   0 
201705151753 ***   0 
201705151810 190   3 
201705151853 990   5 
201705151900 280   3 
201705151953 310   5 
201705152037 170   5 
201705152053 120   5 
201705152153 150   9 
201705152200 150  11 
201705152253 150   8 
201705152353 150   8 
201705160053 130   8 
201705160153 130  13 
201705160253 130  13 
201705160353 120  10 
201705160412 120  11 
201705160453 120  14 
201705160553 100   9 
201705160653 100   9 
201705160753 100   5 
201705160759 *** *** 
201705160802 110   8 
201705160811 120  14 
201705160853 120  11 
201705160912 120  15 
201705160953 130  11 
201705161053 170  10 
201705161122 160  14 
201705161153 160   9 
201705161253 160   8 
201705161353 140   7 
201705161451 140   7 
201705161453 140   9 
201705161502 160   6 
201705161553 160   9 
201705161620 990   7 
201705161651 160   9 
201705161653 160   8 
201705161700 170   7 
201705161717 170   9 
201705161753 160   7 
201705161834 270   8 
201705161853 290   8 
201705161953 260   5 
201705162053 *** *** 
201705162153 270   8 
201705162253 250   7 
201705162353 990   5 
201705170053 170   5 
201705170153 990   7 
201705170253 160   7 
201705170353 110   7 
201705170453 110   7 
201705170553 110   6 
201705170653 030   5 
201705170753 010   3 
201705170759 *** *** 
201705170853 ***   0 
201705170951 360   5 
201705170953 350   5 
201705171015 040   3 
201705171053 090   5 
201705171100 110   6 
201705171153 140   7 
201705171253 130   7 
201705171353 120   7 
201705171453 ***   0 
201705171553 170   5 
201705171653 160   6 
201705171753 990   5 
201705171853 160   6 
201705171930 170   8 
201705171953 990   7 
201705172053 160   9 
201705172153 170   8 
201705172253 180   8 
201705172353 170   8 
201705180053 170   7 
201705180153 170   8 
201705180253 180   6 
201705180353 160   6 
201705180453 160   8 
201705180553 160   7 
201705180653 160   7 
201705180753 150   5 
201705180759 *** *** 
201705180853 ***   0 
201705180953 ***   0 
201705181023 180   3 
201705181036 ***   0 
201705181045 ***   0 
201705181051 ***   0 
201705181053 ***   0 
201705181117 ***   0 
201705181128 ***   0 
201705181153 180   3 
201705181251 ***   0 
201705181253 190   3 
201705181346 170   3 
201705181353 180   3 
201705181453 170   3 
201705181553 990   3 
201705181653 190   5 
201705181753 210   6 
201705181853 150   6 
201705181953 990   8 
201705182053 160  10 
201705182153 990   5 
201705182253 290   6 
201705182353 *** *** 
201705190053 990   6 
201705190153 250   3 
201705190253 260   3 
201705190353 ***   0 
201705190453 ***   0 
201705190553 ***   0 
201705190653 ***   0 
201705190753 ***   0 
201705190759 *** *** 
201705190853 ***   0 
201705190953 ***   0 
201705191053 ***   0 
201705191153 ***   0 
201705191253 ***   0 
201705191353 ***   0 
201705191453 ***   0 
201705191553 ***   0 
201705191653 ***   0 
201705191753 210   3 
201705191853 340   5 
201705191953 170   6 
201705192053 990   5 
201705192153 300   7 
201705192253 280   6 
201705192353 260   5 
201705200053 990   5 
201705200153 280   5 
201705200253 270   6 
201705200353 290   3 
201705200453 ***   0 
201705200553 ***   0 
201705200653 170   3 
201705200753 ***   0 
201705200759 *** *** 
201705200853 ***   0 
201705200953 ***   0 
201705201053 ***   0 
201705201153 ***   0 
201705201253 ***   0 
201705201353 150   3 
201705201359 170   3 
201705201451 150   6 
201705201453 990   7 
201705201504 ***   0 
201705201553 ***   0 
201705201641 ***   0 
201705201653 300   3 
201705201716 ***   0 
201705201753 300   7 
201705201853 990   5 
201705201953 280   7 
201705202053 990   6 
201705202153 290   8 
201705202253 990   6 
201705202353 280   7 
201705210053 990   5 
201705210153 270   3 
201705210253 ***   0 
201705210353 160   3 
201705210453 180   5 
201705210553 180   6 
201705210653 170   9 
201705210753 170   7 
201705210759 *** *** 
201705210853 180   5 
201705210953 170   3 
201705211053 ***   0 
201705211153 ***   0 
201705211253 ***   0 
201705211353 ***   0 
201705211453 300   3 
201705211553 330   3 
201705211653 020   6 
201705211753 330   5 
201705211853 300   7 
201705211953 990   8 
201705212053 280   8 
201705212153 270   8 
201705212253 270   6 
201705212353 280   9 
201705220053 ***   0 
201705220153 ***   0 
201705220253 ***   0 
201705220353 ***   0 
201705220453 ***   0 
201705220553 ***   0 
201705220653 ***   0 
201705220753 ***   0 
201705220759 *** *** 
201705220853 ***   0 
201705220953 ***   0 
201705221053 ***   0 
201705221153 ***   0 
201705221253 ***   0 
201705221353 ***   0 
201705221453 010   6 
201705221553 360   6 
201705221653 320   7 
201705221753 290   9 
201705221853 280   6 
201705221953 300   5 
201705222053 300   8 
201705222153 280  11 
201705222253 300   7 
201705222353 300   7 
201705230053 ***   0 
201705230153 270   6 
201705230253 ***   0 
201705230353 ***   0 
201705230453 ***   0 
201705230553 ***   0 
201705230653 ***   0 
201705230753 ***   0 
201705230759 *** *** 
201705230853 220   5 
201705230953 ***   0 
201705231053 ***   0 
201705231153 ***   0 
201705231253 ***   0 
201705231353 180   3 
201705231453 990   7 
201705231553 990   7 
201705231653 170  15 
201705231753 170  14 
201705231853 180  15 
201705231953 170  14 
201705232053 160  16 
201705232153 160  15 
201705232253 170  16 
201705232353 990   9 
201705240053 150  10 
201705240153 990  13 
201705240253 150  15 
201705240353 270   8 
201705240453 990   7 
201705240553 990   6 
201705240653 260   8 
201705240753 190   5 
201705240759 *** *** 
201705240853 180  10 
201705240953 170   8 
201705241053 990   3 
201705241153 170   7 
201705241253 170   8 
201705241353 170   7 
201705241453 170   9 
201705241553 170   6 
201705241653 170   7 
201705241753 990   7 
201705241853 160   8 
201705241900 990   5 
201705241913 990   3 
201705241953 170  13 
201705242053 990   9 
201705242153 170  10 
201705242253 160   9 
201705242353 170   6 
201705250053 170   7 
201705250153 170   6 
201705250253 160   3 
201705250353 ***   0 
201705250453 ***   0 
201705250553 ***   0 
201705250653 ***   0 
201705250753 ***   0 
201705250759 *** *** 
201705250853 ***   0 
201705250953 ***   0 
201705251053 ***   0 
201705251153 ***   0 
201705251253 ***   0 
201705251353 160   5 
201705251453 150   5 
201705251553 140   3 
201705251653 ***   0 
201705251753 ***   0 
201705251853 290   9 
201705251953 990   6 
201705252053 990   7 
201705252153 260   8 
201705252253 990   6 
201705252353 280   5 
201705260053 260   5 
201705260153 180   5 
201705260253 190   3 
201705260353 200   3 
201705260453 160   6 
201705260553 170   8 
201705260653 170   6 
201705260753 ***   0 
201705260759 *** *** 
201705260853 ***   0 
201705260953 ***   0 
201705261053 ***   0 
201705261153 ***   0 
201705261253 ***   0 
201705261353 ***   0 
201705261453 ***   0 
201705261553 990   5 
201705261653 360   3 
201705261753 ***   0 
201705261853 310   6 
201705261953 990   5 
201705262053 320   6 
201705262153 260   6 
201705262253 220   7 
201705262353 990   3 
201705270053 250   3 
201705270153 ***   0 
201705270253 ***   0 
201705270353 ***   0 
201705270453 ***   0 
201705270553 180   3 
201705270653 ***   0 
201705270753 200   3 
201705270759 *** *** 
201705270853 180   3 
201705270953 ***   0 
201705271053 ***   0 
201705271153 ***   0 
201705271253 ***   0 
201705271353 ***   0 
201705271453 ***   0 
201705271553 ***   0 
201705271653 360   3 
201705271753 990   3 
201705271853 990   6 
201705271953 310   7 
201705272053 310   7 
201705272153 990   5 
201705272253 270   6 
201705272353 290   6 
201705280053 280   5 
201705280153 ***   0 
201705280253 270   5 
201705280353 260   3 
201705280453 ***   0 
201705280553 ***   0 
201705280653 ***   0 
201705280753 ***   0 
201705280759 *** *** 
201705280853 130   3 
201705280953 ***   0 
201705281053 ***   0 
201705281153 ***   0 
201705281253 ***   0 
201705281353 ***   0 
201705281453 180   5 
201705281553 210   3 
201705281653 ***   0 
201705281753 990   5 
201705281853 990   5 
201705281953 990   6 
201705282053 990   5 
201705282153 ***   0 
201705282253 990   3 
201705282353 310   5 
201705290053 280   3 
201705290153 ***   0 
201705290253 260   6 
201705290353 ***   0 
201705290453 180   3 
201705290553 ***   0 
201705290653 ***   0 
201705290753 990   3 
201705290759 *** *** 
201705290853 990   8 
201705290953 180  10 
201705291053 180   8 
201705291153 170  11 
201705291253 170  11 
201705291353 170  11 
201705291453 160  11 
201705291527 180  11 
201705291553 160  10 
201705291653 170  13 
201705291751 170  10 
201705291753 170  10 
201705291853 170   7 
201705291953 170   8 
201705292053 990   3 
201705292153 210   7 
201705292253 180   6 
201705292353 160   6 
201705300053 170   8 
201705300153 160  10 
201705300253 180  11 
201705300353 170  11 
201705300453 170  15 
201705300553 160  15 
201705300653 170  14 
201705300753 160  11 
201705300759 *** *** 
201705300853 160  15 
201705300953 160  10 
201705301024 150  13 
201705301053 160  11 
201705301153 170  13 
201705301243 170  13 
201705301253 170  10 
201705301353 160  13 
201705301453 170  13 
201705301517 160  10 
201705301524 160  10 
201705301553 150  10 
201705301653 160  15 
201705301753 160  11 
201705301804 160   8 
201705301853 160   9 
201705301905 170   9 
201705301917 170  10 
201705301951 170  10 
201705301953 160  11 
201705302010 170   7 
201705302053 160  10 
201705302104 150  10 
201705302151 170   9 
201705302153 160  10 
201705302251 210   6 
201705302253 990   5 
201705302353 200   5 
201705310053 170   8 
201705310145 160   7 
201705310153 170   6 
201705310251 150   8 
201705310253 170   8 
201705310300 160   7 
201705310329 170   7 
201705310351 150   6 
201705310353 150   7 
201705310451 160   3 
201705310453 180   3 
201705310553 130   8 
201705310619 160   5 
201705310653 ***   0 
201705310753 150   8 
201705310759 *** *** 
201705310840 150  10 
201705310853 160   9 
201705310953 170   8 
201705311053 180   7 
201705311153 160   3 
201705311234 ***   0 
201705311245 ***   0 
201705311253 170   3 
201705311327 ***   0 
201705311353 ***   0 
201705311434 160   3 
201705311453 ***   0 
201705311522 ***   0 
201705311553 ***   0 
201705311618 160   5 
201705311653 170   6 
201705311753 ***   0 
201705311853 140   3 
201705311953 070   5 
201705312051 990   5 
201705312053 990   3 
201705312153 ***   0 
201705312253 200   6 
201705312353 990   6 
201706010053 290   5 
201706010153 310   5 
201706010253 ***   0 
201706010353 ***   0 
201706010453 ***   0 
201706010553 ***   0 
201706010653 180   5 
201706010713 ***   0 
201706010733 200   3 
201706010753 170   8 
201706010759 *** *** 
201706010759 *** *** 
201706010834 190   6 
201706010841 190   3 
201706010853 190   6 
201706010953 990   3 
201706011016 220   3 
201706011053 190   3 
201706011102 170   5 
201706011110 160   7 
201706011129 160   8 
201706011153 160   8 
201706011253 160   9 
201706011313 160   6 
201706011353 170   6 
201706011453 180   5 
201706011516 180   8 
201706011523 170   7 
201706011537 170   5 
201706011553 170   6 
201706011653 990   8 
201706011753 990   7 
201706011853 150  10 
201706011953 210   6 
201706012051 170   8 
201706012053 170   7 
201706012153 200   7 
201706012253 170   3 
201706012353 170   8 
201706020051 170   7 
201706020053 180   6 
201706020153 180   8 
201706020253 170   6 
201706020353 180   5 
201706020453 180   3 
201706020553 990   3 
201706020653 150   5 
201706020753 180   6 
201706020759 *** *** 
201706020853 170   5 
201706020953 170   9 
201706021053 180   7 
201706021153 160  11 
201706021223 150  13 
201706021253 160  10 
201706021324 160  10 
201706021353 160  16 
201706021453 150  15 
201706021553 170  14 
201706021653 170   8 
201706021753 180  10 
201706021853 990   8 
201706021953 990   9 
201706022053 170   9 
201706022153 210   9 
201706022253 990   6 
201706022353 290   7 
201706030053 310   5 
201706030153 290   3 
201706030253 330   3 
201706030353 ***   0 
201706030453 ***   0 
201706030553 ***   0 
201706030653 ***   0 
201706030753 ***   0 
201706030759 *** *** 
201706030853 170   5 
201706030953 190   5 
201706031053 190   7 
201706031153 180   7 
201706031253 180   8 
201706031353 180   9 
201706031453 170   6 
201706031553 170   5 
201706031653 170   8 
201706031753 180   8 
201706031853 180   7 
201706031953 180   3 
201706032053 160   7 
201706032153 ***   0 
201706032253 150   8 
201706032353 990   7 
201706040053 990   6 
201706040153 180   8 
201706040253 170   8 
201706040353 170   7 
201706040453 170   8 
201706040553 160   7 
201706040653 160   6 
201706040753 ***   0 
201706040759 *** *** 
201706040853 160   3 
201706040953 170   9 
201706041053 170   7 
201706041153 180   6 
201706041253 170  11 
201706041353 160   6 
201706041453 160   8 
201706041553 170   8 
201706041653 170   9 
201706041753 160  16 
201706041853 170  13 
201706041953 150  14 
201706042053 170  11 
201706042153 180   9 
201706042253 160  11 
201706042353 160  15 
201706050053 160  11 
201706050153 160   8 
201706050253 160   9 
201706050353 170   8 
201706050453 160   6 
201706050553 160   6 
201706050653 150   5 
201706050753 160   5 
201706050759 *** *** 
201706050853 180   3 
201706050953 160   3 
201706051053 150   3 
201706051153 ***   0 
201706051253 ***   0 
201706051353 010   3 
201706051453 ***   0 
201706051553 ***   0 
201706051653 ***   0 
201706051753 130   6 
201706051853 160   6 
201706051953 310   7 
201706052053 270   7 
201706052153 990   6 
201706052253 280   7 
201706052353 250   7 
201706060053 990   5 
201706060153 260   6 
201706060253 270   3 
201706060353 ***   0 
201706060453 ***   0 
201706060553 ***   0 
201706060653 ***   0 
201706060753 180   3 
201706060759 *** *** 
201706060853 ***   0 
201706060953 ***   0 
201706061053 ***   0 
201706061153 ***   0 
201706061253 ***   0 
201706061353 ***   0 
201706061453 ***   0 
201706061553 ***   0 
201706061653 030   7 
201706061753 020   6 
201706061853 990   6 
201706061953 270   5 
201706062053 260   8 
201706062153 280   9 
201706062253 260   7 
201706062353 270   8 
201706070053 270   8 
201706070153 270   5 
201706070253 170   3 
201706070353 180   9 
201706070453 180   6 
201706070553 170   9 
201706070653 180   8 
201706070753 170   8 
201706070759 *** *** 
201706070853 190   7 
201706070953 180   7 
201706071053 170   8 
201706071153 160   7 
201706071253 ***   0 
201706071353 190   5 
201706071453 180   5 
201706071553 160   8 
201706071653 990   5 
201706071753 170   6 
201706071853 ***   0 
201706071953 210   7 
201706072053 990   3 
201706072153 270   5 
201706072253 990   3 
201706072353 180   6 
201706080053 990   5 
201706080153 180  11 
201706080253 160  11 
201706080353 170  10 
201706080453 160   8 
201706080553 170  11 
201706080653 180   8 
201706080753 180   9 
201706080759 *** *** 
201706080853 180   7 
201706080953 170  10 
201706081053 180   6 
201706081153 170   3 
201706081208 ***   0 
201706081253 ***   0 
201706081341 ***   0 
201706081353 ***   0 
201706081435 ***   0 
201706081453 ***   0 
201706081553 170   5 
201706081653 170   3 
201706081753 120   7 
201706081853 160   8 
201706081953 160  18 
201706082053 170  11 
201706082151 160  10 
201706082153 170  10 
201706082253 160  11 
201706082353 170   8 
201706090053 150   9 
201706090151 140  10 
201706090153 120   9 
201706090253 130   7 
201706090353 140   6 
201706090453 160   3 
201706090553 180   6 
201706090653 130   7 
201706090753 120   7 
201706090759 *** *** 
201706090853 110   5 
201706090953 ***   0 
201706091053 170   3 
201706091105 140   5 
201706091153 ***   0 
201706091253 180   5 
201706091353 ***   0 
201706091453 120   5 
201706091553 140   5 
201706091653 150   7 
201706091753 160  11 
201706091853 180   7 
201706091953 220   5 
201706092053 990   6 
201706092153 990   6 
201706092253 190   8 
201706092353 990   6 
201706100053 170   6 
201706100153 180   3 
201706100253 990   5 
201706100353 ***   0 
201706100453 ***   0 
201706100553 160   6 
201706100653 160   7 
201706100753 150  11 
201706100759 *** *** 
201706100853 150   9 
201706100953 150   8 
201706101053 150  10 
201706101153 150   8 
201706101253 ***   0 
201706101301 120   5 
201706101353 150   6 
201706101453 160  10 
201706101553 170  10 
201706101651 160  11 
201706101653 180  11 
201706101753 160  14 
201706101853 180  13 
201706101953 160  10 
201706102053 160  10 
201706102153 160   7 
201706102253 990   6 
201706102353 150  10 
201706110053 170   8 
201706110153 170   7 
201706110253 170   7 
201706110353 180   6 
201706110453 160   6 
201706110553 150   3 
201706110653 170   5 
201706110753 170   7 
201706110759 *** *** 
201706110853 170   9 
201706110953 180   8 
201706111053 160   3 
201706111153 180   5 
201706111253 170   3 
201706111353 160  11 
201706111453 170  10 
201706111553 170   8 
201706111554 180   8 
201706111653 160  11 
201706111753 990   7 
201706111853 990   5 
201706111953 270   7 
201706112053 170   9 
201706112153 *** *** 
201706112253 990   3 
201706112353 260   6 
201706120053 990   5 
201706120153 290   5 
201706120253 280   6 
201706120353 260   3 
201706120453 160   6 
201706120553 ***   0 
201706120653 ***   0 
201706120753 ***   0 
201706120759 *** *** 
201706120853 ***   0 
201706120953 ***   0 
201706121053 170   7 
201706121153 160   9 
201706121253 170   7 
201706121338 180   7 
201706121353 180   9 
201706121355 180   8 
201706121453 170   8 
201706121551 170  10 
201706121553 180   8 
201706121653 170  10 
201706121753 170  10 
201706121853 160  14 
201706121953 160  15 
201706122053 170  13 
201706122153 170  10 
201706122253 170  11 
201706122353 170  16 
201706130053 160  14 
201706130153 150  16 
201706130253 150  14 
201706130353 160  13 
201706130453 150  16 
201706130553 170  10 
201706130653 160   9 
201706130753 160  10 
201706130759 *** *** 
201706130853 150  13 
201706130953 160  11 
201706131053 160  10 
201706131153 160   9 
201706131211 160   9 
201706131253 150  10 
201706131301 150   9 
201706131353 160  10 
201706131453 160  13 
201706131553 150  14 
201706131653 990  13 
201706131753 160  13 
201706131853 170  14 
201706131953 170  14 
201706132053 170  11 
201706132153 150  13 
201706132253 990   9 
201706132353 990   9 
201706140053 160   9 
201706140153 170   9 
201706140253 160  10 
201706140353 150   9 
201706140453 160   8 
201706140553 170   8 
201706140653 160   9 
201706140753 990   6 
201706140759 *** *** 
201706140853 170   8 
201706140953 990   3 
201706141053 170   8 
201706141153 180   7 
201706141253 090   3 
201706141353 110   5 
201706141358 120   5 
201706141453 ***   0 
201706141553 180   5 
201706141653 990   6 
201706141753 990   3 
201706141853 150   9 
201706141953 170   5 
201706142053 990   7 
201706142153 990   7 
201706142253 990   6 
201706142353 ***   0 
201706150053 990   3 
201706150153 ***   0 
201706150253 010   5 
201706150353 020   3 
201706150453 030   5 
201706150553 030   3 
201706150653 ***   0 
201706150753 360   3 
201706150759 *** *** 
201706150853 ***   0 
201706150953 ***   0 
201706151053 ***   0 
201706151153 ***   0 
201706151253 ***   0 
201706151353 120   7 
201706151453 010   6 
201706151553 040   6 
201706151653 060   5 
201706151753 120  17 
201706151853 120  14 
201706151951 120  15 
201706151953 120  16 
201706152053 140  13 
201706152153 140  20 
201706152253 140  21 
201706152353 150  22 
201706160053 150  17 
201706160153 150  16 
201706160253 160   9 
201706160353 170  10 
201706160416 180   8 
201706160453 180   6 
201706160535 190   8 
201706160547 170   9 
201706160548 170   8 
201706160653 990   6 
201706160716 160  10 
201706160725 180   9 
201706160732 180   7 
201706160740 170   7 
201706160751 170   7 
201706160753 160   8 
201706160759 *** *** 
201706160816 170   6 
201706160824 170   6 
201706160841 160   6 
201706160853 160   7 
201706160953 160   8 
201706161038 170   6 
201706161048 160   7 
201706161053 160   6 
201706161103 170   6 
201706161113 160   7 
201706161128 160   7 
201706161138 150   6 
201706161153 160   6 
201706161253 170   5 
201706161308 170   7 
201706161353 170   7 
201706161453 170   7 
201706161553 170   8 
201706161653 170   9 
201706161654 160   8 
201706161753 160  13 
201706161853 160  11 
201706161953 160  14 
201706162053 170  13 
201706162153 170  13 
201706162253 150  13 
201706162353 170  14 
201706170053 160  13 
201706170153 170  11 
201706170253 170  11 
201706170353 160   7 
201706170453 180   5 
201706170553 160   6 
201706170653 170   6 
201706170753 170   5 
201706170759 *** *** 
201706170853 170   5 
201706170953 170   3 
201706171053 160   6 
201706171153 150   3 
201706171253 150   3 
201706171353 160   5 
201706171453 170   8 
201706171553 990   6 
201706171653 190   5 
201706171753 170   7 
201706171853 190   7 
201706171953 240   6 
201706172053 190   7 
201706172153 ***   0 
201706172253 990   6 
201706172353 200   6 
201706180053 160   6 
201706180153 170   6 
201706180253 ***   0 
201706180353 ***   0 
201706180453 160   3 
201706180553 ***   0 
201706180653 ***   0 
201706180753 180   3 
201706180759 *** *** 
201706180830 ***   0 
201706180853 ***   0 
201706180953 ***   0 
201706181053 ***   0 
201706181153 040   6 
201706181251 ***   0 
201706181253 040   3 
201706181353 030   6 
201706181451 010   6 
201706181453 020   5 
201706181553 020   6 
201706181603 990   5 
201706181651 010   5 
201706181653 010   3 
201706181751 020   5 
201706181753 020   6 
201706181836 020   5 
201706181843 020   6 
201706181853 030   7 
201706181953 030   6 
201706182051 360   3 
201706182053 360   5 
201706182111 360   5 
201706182153 020   5 
201706182209 010   7 
201706182248 030   6 
201706182253 010   7 
201706182300 020   7 
201706182315 030   7 
201706182353 010   8 
201706190000 010   7 
201706190017 010   5 
201706190053 010   7 
201706190105 020   7 
201706190153 010   7 
201706190251 020   6 
201706190253 010   7 
201706190353 010   6 
201706190453 340   3 
201706190553 ***   0 
201706190653 360   5 
201706190753 ***   0 
201706190759 *** *** 
201706190853 ***   0 
201706190953 340   6 
201706191053 360   7 
201706191153 350   5 
201706191253 ***   0 
201706191353 050   3 
201706191453 020   5 
201706191553 350   7 
201706191653 350   3 
201706191753 350   7 
201706191853 320   5 
201706191953 990   5 
201706192053 360   8 
201706192153 340   5 
201706192253 990   5 
201706192353 260   3 
201706200053 ***   0 
201706200153 150   5 
201706200253 220   5 
201706200353 ***   0 
201706200453 170   3 
201706200553 ***   0 
201706200653 150   3 
201706200753 180   3 
201706200759 *** *** 
201706200853 ***   0 
201706200953 ***   0 
201706201053 ***   0 
201706201153 ***   0 
201706201253 170   9 
201706201351 190   8 
201706201353 180  10 
201706201453 180  13 
201706201553 180  14 
201706201653 170  15 
201706201753 170  13 
201706201853 150  11 
201706201953 170   8 
201706202053 170  10 
201706202153 170  16 
201706202253 170  11 
201706202353 180  11 
201706210053 180  11 
201706210153 170  10 
201706210253 170  11 
201706210353 170   8 
201706210453 170  10 
201706210553 170   8 
201706210653 170   7 
201706210753 170   6 
201706210759 *** *** 
201706210853 170   7 
201706210953 170   8 
201706211053 160   8 
201706211153 150   7 
