  USAF  WBAN YR--MODAHRMN DIR SPD GUS CLG SKC L M H  VSB MW MW MW MW AW AW AW AW W TEMP DEWP    SLP   ALT    STP MAX MIN PCP01 PCP06 PCP24 PCPXX SD
727976 24217 201701311153 300   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   26 1025.2 30.25 1018.8  39  32  0.00 ***** ***** ***** **
727976 24217 201701311253 310   7 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   25 1025.2 30.25 1018.8 *** ***  0.00 ***** ***** ***** **
727976 24217 201701311353 300  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   23 1024.9 30.24 1018.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201701311453 320   9 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   22 1025.7 30.26 1019.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201701311553 310  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   21 1025.8 30.26 1019.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201701311653 340  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34   20 1026.0 30.27 1019.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201701311753 360  16  23 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37   19 1026.6 30.29 1020.2  37  31  0.00 ***** ***** ***** **
727976 24217 201701311853 010  16  28 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   40   16 1026.6 30.29 1020.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201701311953 020  20  28 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   42   15 1026.6 30.29 1020.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201701312053 020  18  28 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   42   15 1026.9 30.30 1020.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201701312153 020  16  28 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   43   13 1026.6 30.29 1020.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201701312253 010  15  24 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   43   12 1026.6 30.29 1020.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201701312353 010  14  24 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   42   11 1026.5 30.29 1020.2  43  37  0.00 ***** ***** ***** **
727976 24217 201702010053 010  11  24 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   39   12 1026.9 30.30 1020.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702010153 010  13 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37   13 1027.6 30.32 1021.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201702010253 020  14 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36   12 1028.0 30.33 1021.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702010353 020  16  24 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36   12 1028.3 30.34 1021.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201702010453 020  17  25 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   35   11 1028.8 30.35 1022.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201702010553 020  15  26 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   35   11 1028.7 30.35 1022.2  42  34  0.00 ***** ***** ***** **
727976 24217 201702010653 030  17  26 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   35   10 1029.1 30.36 1022.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702010753 030  17  29 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34   11 1029.2 30.36 1022.5  43  31  0.00 ***** ***** ***** **
727976 24217 201702010759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  43  31 ***** *****  0.00 *****  0
727976 24217 201702010759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ****** *** *** ***** ***** ***** ***** **
727976 24217 201702010853 030  17  26 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   33   11 1030.2 30.40 1023.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201702010953 020  16  28 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   33   11 1030.7 30.41 1024.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201702011053 020  20  32 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   33   12 1030.6 30.41 1024.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201702011153 020  20  32 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   33   11 1030.5 30.40 1023.9  35  32  0.00 ***** ***** ***** **
727976 24217 201702011253 020  18  29 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   11 1029.8 30.38 1023.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201702011353 020  24  37 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   11 1029.5 30.37 1022.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201702011453 020  17  34 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   32   11 1029.7 30.38 1023.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201702011553 030  23  38 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   33   11 1029.2 30.37 1022.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201702011653 030  22  37 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34   10 1029.2 30.37 1022.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201702011753 030  18  36 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36   11 1029.4 30.37 1022.9  36  32  0.00 ***** ***** ***** **
727976 24217 201702011853 040  20  34 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37   10 1029.7 30.38 1023.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201702011953 030  22  33 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   39    9 1029.6 30.38 1023.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201702012053 020  22  30 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   40   10 1028.4 30.34 1021.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201702012153 030  18  32 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   40   10 1027.5 30.32 1021.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201702012253 030  17  34 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   41   10 1027.1 30.30 1020.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702012353 030  16  29 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   41    9 1027.0 30.30 1020.5  41  36  0.00 ***** ***** ***** **
727976 24217 201702020053 030  16  28 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   39    9 1027.0 30.30 1020.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702020153 040  18  31 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   38    8 1026.9 30.30 1020.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702020253 030  22  30 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   38    8 1026.9 30.30 1020.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702020353 030  20  30 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   38    7 1026.9 30.30 1020.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702020453 040  18  32 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37    7 1027.1 30.30 1020.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702020553 030  14  26 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36    6 1027.1 30.30 1020.5  41  36  0.00 ***** ***** ***** **
727976 24217 201702020653 030  17  31 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36    6 1027.0 30.30 1020.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702020753 030  18  28 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36    6 1026.7 30.29 1020.2  41  32  0.00 ***** ***** ***** **
727976 24217 201702020759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  41  32 ***** *****  0.00 *****  0
727976 24217 201702020853 040  13  23 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   35    6 1026.3 30.28 1019.8 *** ***  0.00 ***** ***** ***** **
727976 24217 201702020953 030  14  23 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   35    6 1026.2 30.28 1019.8 *** ***  0.00 ***** ***** ***** **
727976 24217 201702021053 030  15 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34    5 1025.9 30.27 1019.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702021153 040  14  24 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34    6 1025.7 30.26 1019.2  37  33  0.00 ***** ***** ***** **
727976 24217 201702021253 030  17  25 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34    6 1025.5 30.26 1019.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201702021353 030  16  24 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34    5 1025.3 30.25 1018.8 *** ***  0.00 ***** ***** ***** **
727976 24217 201702021453 030  15  29 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   33    6 1024.9 30.24 1018.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702021553 040  16  26 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   33    6 1024.9 30.24 1018.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702021653 030  15  25 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34    6 1025.0 30.24 1018.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702021753 030  21  29 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37    5 1024.8 30.24 1018.5  37  33  0.00 ***** ***** ***** **
727976 24217 201702021853 020  17  24 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   39    6 1024.8 30.24 1018.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702021953 040  13  23 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   40    6 1023.7 30.20 1017.1 *** ***  0.00 ***** ***** ***** **
727976 24217 201702022053 040  17  30 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   42    5 1022.4 30.17 1016.1 *** ***  0.00 ***** ***** ***** **
727976 24217 201702022153 020  16  26 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   43    6 1021.3 30.13 1014.8 *** ***  0.00 ***** ***** ***** **
727976 24217 201702022253 030  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   43    7 1020.1 30.10 1013.8 *** ***  0.00 ***** ***** ***** **
727976 24217 201702022353 030  13  20 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   41    7 1019.4 30.08 1013.1  44  36  0.00 ***** ***** ***** **
727976 24217 201702030053 020  14  20 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   40    7 1019.0 30.07 1012.7 *** ***  0.00 ***** ***** ***** **
727976 24217 201702030153 030   8 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   38    7 1018.6 30.05 1012.1 *** ***  0.00 ***** ***** ***** **
727976 24217 201702030253 020  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   37    8 1018.0 30.04 1011.7 *** ***  0.00 ***** ***** ***** **
727976 24217 201702030353 020  10  18 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   38    7 1017.3 30.02 1011.1 *** ***  0.00 ***** ***** ***** **
727976 24217 201702030453 030  10 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36    8 1016.5 29.99 1010.1 *** ***  0.00 ***** ***** ***** **
727976 24217 201702030553 ***   0 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   36    7 1015.9 29.97 1009.4  41  36  0.00 ***** ***** ***** **
727976 24217 201702030653 070   3 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   33    9 1015.0 29.95 1008.7 *** ***  0.00 ***** ***** ***** **
727976 24217 201702030753 040  11 *** 722 CLR * * * 10.0 ** ** ** ** ** ** ** ** *   34   10 1013.8 29.91 1007.4  44  32  0.00 ***** ***** ***** **
727976 24217 201702030759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  44  32 ***** *****  0.00 *****  0
727976 24217 201702030853 990   3 *** 722 SCT * * * 10.0 ** ** ** ** ** ** ** ** *   34   11 1013.2 29.89 1006.7 *** ***  0.00 ***** ***** ***** **
727976 24217 201702030953 300   5 ***  60 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   15 1011.4 29.84 1005.0 *** ***  0.00 ***** ***** ***** **
727976 24217 201702031053 010   5 ***  55 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   14 1010.1 29.80 1003.6 *** ***  0.00 ***** ***** ***** **
727976 24217 201702031153 350   7 ***  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   34   11 1008.6 29.76 1002.3  36  32  0.00 ***** ***** ***** **
727976 24217 201702031253 350   7 ***  47 *** * * * 10.0 ** ** ** ** ** ** ** ** *   34   11 1007.1 29.72 1000.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201702031353 060   3 ***  47 *** * * * 10.0 ** ** ** ** ** ** ** ** *   34   12 1006.6 29.70 1000.3 *** ***  0.00 ***** ***** ***** **
727976 24217 201702031433 070   5 ***  28 *** * * *  2.0 ** ** ** ** 71 ** ** ** *   32   23 ****** 29.69  999.9 *** ***  0.00T***** ***** ***** **
727976 24217 201702031448 020   3 ***  28 *** * * *  4.0 ** ** ** ** 71 ** ** ** *   30   27 ****** 29.69  999.9 *** ***  0.00T***** ***** ***** **
727976 24217 201702031453 ***   0 ***  26 *** * * *  3.0 ** ** ** ** 71 ** ** ** *   31   25 1006.4 29.69  999.9 *** ***  0.00T***** *****  0.00T**
727976 24217 201702031553 350   7 ***  23 *** * * *  3.0 ** ** ** ** 71 10 ** ** *   28   25 1005.4 29.66  998.9 *** ***  0.00T***** ***** ***** **
727976 24217 201702031600 360   8 ***  19 *** * * *  2.0 ** ** ** ** 71 10 ** ** *   28   25 ****** 29.66  998.9 *** ***  0.00T***** ***** ***** **
727976 24217 201702031607 010  10 ***  17 *** * * *  1.0 ** ** ** ** 71 10 ** ** *   28   25 ****** 29.65  998.6 *** ***  0.00T***** ***** ***** **
727976 24217 201702031649 010  15 ***  22 *** * * *  1.0 ** ** ** ** 71 10 ** ** *   28   28 ****** 29.63  997.9 *** ***  0.00T***** ***** ***** **
727976 24217 201702031653 010  13  21  25 *** * * *  1.0 ** ** ** ** 71 10 ** ** *   29   28 1004.2 29.63  997.9 *** ***  0.00T***** ***** ***** **
727976 24217 201702031703 010  14 ***  34 *** * * *  3.0 ** ** ** ** 71 10 ** ** *   29   28 ****** 29.62  997.6 *** ***  0.00T***** ***** ***** **
727976 24217 201702031723 020  10 ***  24 *** * * *  9.1 ** ** ** ** 71 ** ** ** *   29   27 ****** 29.62  997.6 *** ***  0.00T***** ***** ***** **
727976 24217 201702031753 010  10 ***  26 *** * * * 10.0 ** ** ** ** ** ** ** ** *   30   28 1003.8 29.61  997.2  35  28  0.00T 0.00T***** ***** **
727976 24217 201702031853 010   8 ***  28 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   27 1002.8 29.58  996.2 *** ***  0.00 ***** ***** ***** **
727976 24217 201702031951 010   9 ***  32 OVC * * * 10.0 ** ** ** ** ** ** ** ** *   32   27 ****** 29.54  994.9 *** *** ***** ***** ***** ***** **
727976 24217 201702031953 020  10 ***  32 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   27 1001.3 29.54  994.9 *** ***  0.00T***** ***** ***** **
727976 24217 201702032053 020  13  20  30 *** * * *  8.0 ** ** ** ** 71 ** ** ** *   31   28  999.9 29.50  993.5 *** ***  0.00T***** *****  0.00T**
727976 24217 201702032153 020  11 ***  41 *** * * *  8.0 ** ** ** ** 71 ** ** ** *   32   29  998.4 29.45  991.8 *** ***  0.00T***** ***** ***** **
727976 24217 201702032159 020  13 ***  38 *** * * *  8.0 ** ** ** ** 71 ** ** ** *   32   29 ****** 29.45  991.8 *** ***  0.00T***** ***** ***** **
727976 24217 201702032251 020   9 ***  29 OVC * * *  6.0 ** ** ** ** 71 10 ** ** *   32   30 ****** 29.44  991.5 *** *** ***** ***** ***** ***** **
727976 24217 201702032253 010   9 ***  35 *** * * *  6.0 ** ** ** ** 71 10 ** ** *   32   30  998.0 29.44  991.5 *** ***  0.02 ***** ***** ***** **
727976 24217 201702032353 020  10 ***  11 *** * * *  4.0 ** ** ** ** 71 10 ** ** *   33   31  997.6 29.43  991.2  33  31  0.05  0.06 ***** ***** **
727976 24217 201702040053 020   9  18  11 *** * * *  5.0 ** ** ** ** 71 10 ** ** *   33   31  997.2 29.42  990.8 *** ***  0.07 ***** ***** ***** **
727976 24217 201702040100 010  10 ***  26 *** * * *  6.0 ** ** ** ** 71 10 ** ** *   33   31 ****** 29.42  990.8 *** ***  0.01 ***** ***** ***** **
727976 24217 201702040153 030  11 ***  27 *** * * *  5.0 ** ** ** ** 71 10 ** ** *   32   31  997.2 29.42  990.8 *** ***  0.03 ***** ***** ***** **
727976 24217 201702040253 040  11  20  21 *** * * *  8.0 ** ** ** ** 71 ** ** ** *   33   31  997.4 29.43  991.2 *** ***  0.05 ***** *****  0.15 **
727976 24217 201702040353 030  10 ***  21 *** * * *  5.0 ** ** ** ** 71 10 ** ** *   33   31  997.6 29.43  991.2 *** ***  0.05 ***** ***** ***** **
727976 24217 201702040453 030  10  22  21 *** * * *  9.1 ** ** ** ** 71 ** ** ** *   33   32  998.0 29.44  991.5 *** ***  0.04 ***** ***** ***** **
727976 24217 201702040553 020  13  23  16 *** * * *  9.1 ** ** ** ** ** ** ** ** *   33   31  998.3 29.45  991.8  33  32  0.01  0.26 ***** ***** **
727976 24217 201702040653 030  11 ***  26 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   30  998.8 29.47  992.5 *** ***  0.00 ***** ***** ***** **
727976 24217 201702040753 040  10 ***  23 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   30  999.2 29.48  992.9  35  28  0.00 ***** ***** ***** **
727976 24217 201702040759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  35  28 ***** *****  0.32 ***** **
727976 24217 201702040853 030  13 ***  18 *** * * *  7.0 ** ** ** ** 61 ** ** ** *   33   31  999.8 29.50  993.5 *** ***  0.04 ***** *****  0.03 **
727976 24217 201702040953 020  11  18  14 *** * * *  6.0 ** ** ** ** 61 10 ** ** *   33   31 1000.7 29.52  994.2 *** ***  0.05 ***** ***** ***** **
727976 24217 201702041019 020  13  20  14 *** * * *  8.0 ** ** ** ** 64 ** ** ** *   33   31 ****** 29.53  994.5 *** ***  0.05 ***** ***** ***** **
727976 24217 201702041053 020  13  21  14 *** * * *  6.0 ** ** ** ** 65 10 ** ** *   33   31 1001.3 29.54  994.9 *** ***  0.07 ***** ***** ***** **
727976 24217 201702041102 030  15  22  14 *** * * *  7.0 ** ** ** ** 64 ** ** ** *   33   31 ****** 29.55  995.2 *** ***  0.00T***** ***** ***** **
727976 24217 201702041153 020  11 ***  14 *** * * *  8.0 ** ** ** ** 64 ** ** ** *   32   31 1001.8 29.56  995.6  33  32  0.03  0.19  0.51 ***** **
727976 24217 201702041250 020  15  20  12 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   30 ****** 29.57  995.9 *** ***  0.01 ***** ***** ***** **
727976 24217 201702041253 020  15  21  12 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   31 1002.3 29.57  995.9 *** ***  0.01 ***** ***** ***** **
727976 24217 201702041325 020  10  20  11 *** * * *  9.1 ** ** ** ** 64 ** ** ** *   32   30 ****** 29.58  996.2 *** ***  0.00T***** ***** ***** **
727976 24217 201702041345 010  10 ***  11 *** * * * 10.0 ** ** ** ** 41 40 ** ** *   32   31 ****** 29.58  996.2 *** ***  0.01 ***** ***** ***** **
727976 24217 201702041353 030   9 ***  11 *** * * *  9.1 ** ** ** ** 41 40 ** ** *   32   31 1002.7 29.58  996.2 *** ***  0.01 ***** ***** ***** **
727976 24217 201702041401 020  11 ***  12 *** * * *  5.0 ** ** ** ** 64 10 ** ** *   32   31 ****** 29.58  996.2 *** ***  0.00T***** ***** ***** **
727976 24217 201702041449 010  11 ***  12 *** * * *  2.5 ** ** ** ** 64 10 ** ** *   32   30 ****** 29.59  996.6 *** ***  0.01 ***** ***** ***** **
727976 24217 201702041453 020  13 ***  12 *** * * *  3.0 ** ** ** ** 64 10 ** ** *   32   31 1003.2 29.59  996.6 *** ***  0.01 ***** *****  0.03 **
727976 24217 201702041505 010  11 ***  12 *** * * *  5.0 ** ** ** ** 41 40 10 ** *   32   31 ****** 29.60  996.9 *** ***  0.00T***** ***** ***** **
727976 24217 201702041553 010   9  17  13 *** * * *  3.0 ** ** ** ** 41 40 10 ** *   32   31 1004.5 29.63  997.9 *** ***  0.02 ***** ***** ***** **
727976 24217 201702041604 010  10  20   8 *** * * *  2.5 ** ** ** ** 10 ** ** ** *   32   31 ****** 29.64  998.3 *** ***  0.02 ***** ***** ***** **
727976 24217 201702041636 030  17  24   8 *** * * *  3.0 ** ** ** ** 10 ** ** ** *   32   31 ****** 29.65  998.6 *** ***  0.05 ***** ***** ***** **
727976 24217 201702041653 020  15  22   8 *** * * *  4.0 ** ** ** ** 10 ** ** ** *   32   31 1005.4 29.66  998.9 *** ***  0.06 ***** ***** ***** **
727976 24217 201702041656 020  14  22  10 *** * * *  4.0 ** ** ** ** 64 ** ** ** *   32   30 ****** 29.66  998.9 *** ***  0.01 ***** ***** ***** **
727976 24217 201702041753 020  11 ***  10 *** * * *  8.0 ** ** ** ** 64 ** ** ** *   32   30 1006.5 29.69  999.9  32  32  0.01  0.12 ***** ***** **
727976 24217 201702041757 020  11 ***  23 *** * * *  7.0 ** ** ** ** ** ** ** ** *   32   31 ****** 29.70 1000.3 *** ***  0.00T***** ***** ***** **
727976 24217 201702041810 020  11 ***  40 *** * * *  7.0 ** ** ** ** ** ** ** ** *   32   30 ****** 29.71 1000.6 *** ***  0.00T***** ***** ***** **
727976 24217 201702041853 020  11 ***  37 *** * * *  8.0 ** ** ** ** ** ** ** ** *   32   31 1007.0 29.71 1000.6 *** ***  0.00 ***** ***** ***** **
727976 24217 201702041906 020  11 ***  14 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   31 ****** 29.71 1000.6 *** *** ***** ***** ***** ***** **
727976 24217 201702041953 020  15  22  14 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   31 1006.4 29.69  999.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201702042000 020  13 *** 110 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   31 ****** 29.69  999.9 *** *** ***** ***** ***** ***** **
727976 24217 201702042053 030  14  22  42 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   30 1006.1 29.68  999.6 *** ***  0.00 ***** *****  0.00T**
727976 24217 201702042153 020  14 ***  38 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   29 1005.4 29.66  998.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201702042236 020  15  24  28 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   29 ****** 29.65  998.6 *** *** ***** ***** ***** ***** **
727976 24217 201702042253 030  13  22  26 *** * * * 10.0 ** ** ** ** 61 ** ** ** *   32   30 1004.8 29.64  998.3 *** ***  0.01 ***** ***** ***** **
727976 24217 201702042353 030  13 ***  22 *** * * * 10.0 ** ** ** ** 61 ** ** ** *   32   30 1003.9 29.62  997.6  33  32  0.01  0.02 ***** ***** **
727976 24217 201702050053 030  11 ***  19 *** * * *  4.0 ** ** ** ** 61 10 ** ** *   32   31 1003.5 29.60  996.9 *** ***  0.01 ***** ***** ***** **
727976 24217 201702050153 030  13 ***  17 *** * * * 10.0 ** ** ** ** 61 ** ** ** *   32   30 1003.1 29.59  996.6 *** ***  0.01 ***** ***** ***** **
727976 24217 201702050253 040   9 ***  18 *** * * * 10.0 ** ** ** ** 61 ** ** ** *   33   31 1002.5 29.58  996.2 *** ***  0.01 ***** *****  0.03 **
727976 24217 201702050353 040  11 ***  19 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   31 1001.6 29.55  995.2 *** ***  0.02 ***** ***** ***** **
727976 24217 201702050453 990   5 ***  11 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   32 1002.4 29.57  995.9 *** ***  0.00 ***** ***** ***** **
727976 24217 201702050551 990   6 ***  17 OVC * * *  6.0 ** ** ** ** 61 10 ** ** *   37   34 ****** 29.60  996.9 *** *** ***** ***** ***** ***** **
727976 24217 201702050553 990   8 ***  17 *** * * *  4.0 ** ** ** ** 62 10 ** ** *   37   34 1003.3 29.60  996.9  41  32  0.04  0.08 ***** ***** **
727976 24217 201702050615 190   3 ***  50 *** * * * 10.0 ** ** ** ** 61 ** ** ** *   35   34 ****** 29.59  996.6 *** ***  0.03 ***** ***** ***** **
727976 24217 201702050653 ***   0 ***  50 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   33 1003.4 29.60  996.9 *** ***  0.03 ***** ***** ***** **
727976 24217 201702050753 340   7 ***  41 *** * * * 10.0 ** ** ** ** ** ** ** ** *   33   32 1003.9 29.62  997.6  41  32  0.01 ***** ***** ***** **
727976 24217 201702050759 *** *** *** *** *** * * * **** ** ** ** ** ** ** ** ** * **** **** ****** ***** ******  41  32 ***** *****  0.46 ***** **
727976 24217 201702050831 360   6 ***  28 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   31 ****** 29.62  997.6 *** *** ***** ***** ***** ***** **
727976 24217 201702050838 010  10 ***  30 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   31 ****** 29.62  997.6 *** *** ***** ***** ***** ***** **
727976 24217 201702050853 ***   0 ***  39 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   32 1003.9 29.62  997.6 *** ***  0.00 ***** *****  0.05 **
727976 24217 201702050953 ***   0 ***  50 *** * * *  9.1 ** ** ** ** ** ** ** ** *   32   32 1004.7 29.64  998.3 *** ***  0.00T***** ***** ***** **
727976 24217 201702051024 360   3 ***  26 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   32 ****** 29.64  998.3 *** *** ***** ***** ***** ***** **
727976 24217 201702051040 ***   0 ***  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   32 ****** 29.64  998.3 *** *** ***** ***** ***** ***** **
727976 24217 201702051053 ***   0 ***  80 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   32 1004.9 29.65  998.6 *** ***  0.00 ***** ***** ***** **
727976 24217 201702051142 360   6 ***  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   31 ****** 29.65  998.6 *** ***  0.00T***** ***** ***** **
727976 24217 201702051153 360   6 ***  70 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   31 1005.2 29.65  998.6  38 ***  0.00T 0.05  0.27 ***** **
727976 24217 201702051200 350   3 ***   2 *** * * * 10.0 ** ** ** ** ** ** ** ** *   32   31 ****** 29.65  998.6 *** *** ***** ***** ***** ***** **
727976 24217 201702051217 340   6 ***  65 *** * * * 10.0 ** ** ** ** ** ** ** ** *   31   31 ****** 29.66  998.9 *** *** ***** ***** ***** ***** **
