#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 10 07 02 50 150  6.0   MM    MM    MM    MM  MM 1010.5  14.3    MM   9.7   MM   MM    MM
2017 10 07 01 50 120  7.0   MM    MM    MM    MM  MM 1010.3  13.4    MM   9.6   MM   MM    MM
2017 10 07 00 50 130  8.0   MM    MM    MM    MM  MM 1010.9  13.4    MM   9.5   MM   MM    MM
2017 10 06 23 50 120  8.0   MM    MM    MM    MM  MM 1012.4  13.5    MM   9.5   MM   MM    MM
2017 10 06 22 50 200  7.0   MM    MM    MM    MM  MM 1013.2  12.8    MM   9.7   MM   MM    MM
2017 10 06 21 50 120  6.0   MM    MM    MM    MM  MM 1014.2  12.9    MM   8.8   MM   MM    MM
2017 10 06 20 50 120  5.0   MM    MM    MM    MM  MM 1014.7  12.7    MM   8.8   MM   MM    MM
2017 10 06 19 50 120  7.0   MM    MM    MM    MM  MM 1014.9  12.5    MM   8.5   MM   MM    MM
2017 10 06 18 50 120 10.0   MM    MM    MM    MM  MM 1015.7  12.2    MM   8.5   MM   MM    MM
2017 10 06 17 50 120 11.0   MM    MM    MM    MM  MM 1016.5  11.7    MM   8.4   MM   MM    MM
2017 10 06 16 50 130 10.0   MM    MM    MM    MM  MM 1016.6  11.8    MM   7.9   MM   MM    MM
2017 10 06 15 50 110  4.0   MM    MM    MM    MM  MM 1016.8  11.2    MM   8.2   MM   MM    MM
2017 10 06 14 50 140  8.0   MM    MM    MM    MM  MM 1017.7  11.2    MM   7.5   MM   MM    MM
2017 10 06 13 50 140  5.0   MM    MM    MM    MM  MM 1017.0  11.8    MM   7.8   MM   MM    MM
2017 10 06 12 50 130  9.0   MM    MM    MM    MM  MM 1018.0  11.3    MM   8.2   MM   MM    MM
2017 10 06 11 50 130  9.0   MM    MM    MM    MM  MM 1017.7  10.9    MM   8.5   MM   MM    MM
2017 10 06 10 50 130  8.0   MM    MM    MM    MM  MM 1018.0  12.0    MM   8.9   MM   MM    MM
2017 10 06 09 50 130  9.0   MM    MM    MM    MM  MM 1018.7  11.6    MM   8.2   MM   MM    MM
2017 10 06 08 50 100  7.0   MM    MM    MM    MM  MM 1018.6  13.0    MM   9.5   MM   MM    MM
2017 10 06 07 50 120  6.0   MM    MM    MM    MM  MM 1019.3  12.3    MM   9.7   MM   MM    MM
2017 10 06 06 50 130  4.0   MM    MM    MM    MM  MM 1019.3  12.4    MM   9.7   MM   MM    MM
2017 10 06 05 50  60  5.0   MM    MM    MM    MM  MM 1019.2  12.6    MM  10.4   MM   MM    MM
2017 10 06 04 50  90  3.0   MM    MM    MM    MM  MM 1019.7  12.0    MM  10.3   MM   MM    MM
2017 10 06 03 50 160  1.0   MM    MM    MM    MM  MM 1019.7  12.4    MM  10.6   MM   MM    MM
2017 10 06 02 50  10  2.0   MM    MM    MM    MM  MM 1019.9  12.4    MM   9.9   MM   MM    MM
2017 10 06 01 50 160  1.0   MM    MM    MM    MM  MM 1019.5  14.1    MM  10.6   MM   MM    MM
2017 10 06 00 50  MM  0.0   MM    MM    MM    MM  MM 1019.4  14.7    MM  10.2   MM   MM    MM
2017 10 05 23 50 140  1.0   MM    MM    MM    MM  MM 1019.7  14.8    MM  10.4   MM   MM    MM
2017 10 05 22 50 210  2.0   MM    MM    MM    MM  MM 1020.1  14.8    MM  10.6   MM   MM    MM
2017 10 05 21 50 230  2.0   MM    MM    MM    MM  MM 1020.7  14.2    MM   9.2   MM   MM    MM
2017 10 05 20 50 170  3.0   MM    MM    MM    MM  MM 1021.3  13.5    MM   8.3   MM   MM    MM
2017 10 05 19 50 210  1.0   MM    MM    MM    MM  MM 1022.1  11.7    MM   8.3   MM   MM    MM
2017 10 05 18 50 130  1.0   MM    MM    MM    MM  MM 1022.3  11.3    MM   7.2   MM   MM    MM
2017 10 05 17 50  MM  0.0   MM    MM    MM    MM  MM 1022.5   9.3    MM   6.8   MM   MM    MM
2017 10 05 16 50 200  1.0   MM    MM    MM    MM  MM 1022.6   8.1    MM   6.3   MM   MM    MM
2017 10 05 15 50 270  1.0   MM    MM    MM    MM  MM 1022.4   7.8    MM   6.3   MM   MM    MM
2017 10 05 14 50 280  2.0   MM    MM    MM    MM  MM 1022.2   7.5    MM   5.9   MM   MM    MM
2017 10 05 13 50 280  3.0   MM    MM    MM    MM  MM 1021.6   8.5    MM   7.6   MM   MM    MM
2017 10 05 12 50 250  3.0   MM    MM    MM    MM  MM 1021.7   7.9    MM   7.2   MM   MM    MM
2017 10 05 11 50 270  2.0   MM    MM    MM    MM  MM 1021.7   8.3    MM   7.6   MM   MM    MM
2017 10 05 10 50  80  2.0   MM    MM    MM    MM  MM 1021.6   9.4    MM   8.6   MM   MM    MM
2017 10 05 09 50 300  1.0   MM    MM    MM    MM  MM 1021.6   9.0    MM   8.5   MM   MM    MM
2017 10 05 08 50 250  1.0   MM    MM    MM    MM  MM 1021.4   8.8    MM   8.2   MM   MM    MM
2017 10 05 07 50 300  2.0   MM    MM    MM    MM  MM 1021.3   9.0    MM   8.2   MM   MM    MM
2017 10 05 06 50 210  2.0   MM    MM    MM    MM  MM 1021.1   9.7    MM   8.6   MM   MM    MM
2017 10 05 05 50 240  1.0   MM    MM    MM    MM  MM 1021.0   9.9    MM   8.8   MM   MM    MM
2017 10 05 04 50 260  1.0   MM    MM    MM    MM  MM 1020.8  10.9    MM   9.2   MM   MM    MM
2017 10 05 03 50 240  1.0   MM    MM    MM    MM  MM 1020.5  11.6    MM   9.3   MM   MM    MM
2017 10 05 02 50 250  2.0   MM    MM    MM    MM  MM 1020.2  12.9    MM   9.1   MM   MM    MM
2017 10 05 01 50 260  1.0   MM    MM    MM    MM  MM 1020.2  13.4    MM   8.0   MM   MM    MM
2017 10 05 00 50 260  3.0   MM    MM    MM    MM  MM 1020.2  14.2    MM   8.5   MM   MM    MM
2017 10 04 23 50 270  3.0   MM    MM    MM    MM  MM 1020.4  14.3    MM   8.7   MM   MM    MM
2017 10 04 22 50 260  3.0   MM    MM    MM    MM  MM 1020.6  14.5    MM   8.4   MM   MM    MM
2017 10 04 21 50  MM  0.0   MM    MM    MM    MM  MM 1020.8  14.7    MM   8.5   MM   MM    MM
2017 10 04 20 50 160  2.0   MM    MM    MM    MM  MM 1021.2  12.7    MM   7.4   MM   MM    MM
2017 10 04 19 50  70  3.0   MM    MM    MM    MM  MM 1021.7  12.3    MM   6.7   MM   MM    MM
2017 10 04 18 50 140  3.0   MM    MM    MM    MM  MM 1021.8  11.7    MM   5.5   MM   MM    MM
2017 10 04 17 50 140  2.0   MM    MM    MM    MM  MM 1022.0  12.1    MM   3.3   MM   MM    MM
2017 10 04 16 50 310  2.0   MM    MM    MM    MM  MM 1022.0  10.0    MM   2.6   MM   MM    MM
2017 10 04 15 50 270  2.0   MM    MM    MM    MM  MM 1021.8   8.4    MM   4.8   MM   MM    MM
2017 10 04 14 50 280  2.0   MM    MM    MM    MM  MM 1021.6   8.4    MM   4.2   MM   MM    MM
2017 10 04 13 50 290  2.0   MM    MM    MM    MM  MM 1021.3   8.6    MM   4.6   MM   MM    MM
2017 10 04 12 50 290  3.0   MM    MM    MM    MM  MM 1021.4   9.0    MM   5.9   MM   MM    MM
2017 10 04 11 50 290  3.0   MM    MM    MM    MM  MM 1021.6   8.3    MM   6.2   MM   MM    MM
2017 10 04 10 50 280  3.0   MM    MM    MM    MM  MM 1022.1   8.9    MM   6.9   MM   MM    MM
2017 10 04 09 50  50  2.0   MM    MM    MM    MM  MM 1022.5   9.4    MM   7.8   MM   MM    MM
2017 10 04 08 50  20  2.0   MM    MM    MM    MM  MM 1022.6  10.0    MM   8.3   MM   MM    MM
2017 10 04 07 50  90  1.0   MM    MM    MM    MM  MM 1022.5  10.1    MM   9.1   MM   MM    MM
2017 10 04 06 50  MM  0.0   MM    MM    MM    MM  MM 1022.6  11.0    MM   9.8   MM   MM    MM
2017 10 04 05 50  50  2.0   MM    MM    MM    MM  MM 1022.6  11.1    MM  10.0   MM   MM    MM
2017 10 04 04 50 210  2.0   MM    MM    MM    MM  MM 1022.6  11.7    MM   9.9   MM   MM    MM
2017 10 04 03 50 320  2.0   MM    MM    MM    MM  MM 1022.8  12.8    MM   9.6   MM   MM    MM
2017 10 04 02 50 280  2.0   MM    MM    MM    MM  MM 1022.7  13.3    MM   7.2   MM   MM    MM
2017 10 04 01 50 270  2.0   MM    MM    MM    MM  MM 1022.7  13.4    MM   8.7   MM   MM    MM
2017 10 04 00 50 250  4.0   MM    MM    MM    MM  MM 1022.9  14.0    MM   8.3   MM   MM    MM
2017 10 03 23 50 270  5.0   MM    MM    MM    MM  MM 1023.2  14.4    MM   7.7   MM   MM    MM
2017 10 03 22 50 270  5.0   MM    MM    MM    MM  MM 1023.8  14.5    MM   7.1   MM   MM    MM
2017 10 03 21 50 270  6.0   MM    MM    MM    MM  MM 1024.5  13.8    MM   8.0   MM   MM    MM
2017 10 03 20 50 260  5.0   MM    MM    MM    MM  MM 1025.0  14.3    MM   7.4   MM   MM    MM
2017 10 03 19 50 140  2.0   MM    MM    MM    MM  MM 1025.8  13.1    MM   7.8   MM   MM    MM
2017 10 03 18 50 240  2.0   MM    MM    MM    MM  MM 1026.5  12.4    MM   6.2   MM   MM    MM
2017 10 03 17 50 190  2.0   MM    MM    MM    MM  MM 1026.8  10.8    MM   7.1   MM   MM    MM
2017 10 03 16 50 220  2.0   MM    MM    MM    MM  MM 1026.8  10.0    MM   7.3   MM   MM    MM
2017 10 03 15 50  10  2.0   MM    MM    MM    MM  MM 1026.5   9.9    MM   6.9   MM   MM    MM
2017 10 03 14 50  60  2.0   MM    MM    MM    MM  MM 1026.2  10.7    MM   7.3   MM   MM    MM
2017 10 03 13 50 110  1.0   MM    MM    MM    MM  MM 1025.8  10.2    MM   6.6   MM   MM    MM
2017 10 03 12 50  90  2.0   MM    MM    MM    MM  MM 1025.6  10.2    MM   7.5   MM   MM    MM
2017 10 03 11 50 120  4.0   MM    MM    MM    MM  MM 1025.2  11.1    MM   7.6   MM   MM    MM
2017 10 03 10 50 140  4.0   MM    MM    MM    MM  MM 1024.9  11.2    MM   8.1   MM   MM    MM
2017 10 03 09 50 140  2.0   MM    MM    MM    MM  MM 1024.7  12.8    MM   3.7   MM   MM    MM
2017 10 03 08 50 160  4.0   MM    MM    MM    MM  MM 1024.4  13.4    MM   5.0   MM   MM    MM
2017 10 03 07 50 140  3.0   MM    MM    MM    MM  MM 1024.2  13.9    MM   4.7   MM   MM    MM
2017 10 03 06 50 140  3.0   MM    MM    MM    MM  MM 1023.7  14.2    MM   5.1   MM   MM    MM
2017 10 03 05 50 260  4.0   MM    MM    MM    MM  MM 1023.4  14.6    MM   4.8   MM   MM    MM
2017 10 03 04 50 270  5.0   MM    MM    MM    MM  MM 1023.4  13.5    MM   7.5   MM   MM    MM
2017 10 03 03 50 280  4.0   MM    MM    MM    MM  MM 1023.0  14.3    MM   8.0   MM   MM    MM
2017 10 03 02 50 260  4.0   MM    MM    MM    MM  MM 1022.1  14.7    MM   8.1   MM   MM    MM
2017 10 03 01 50 270  5.0   MM    MM    MM    MM  MM 1021.7  15.3    MM   8.0   MM   MM    MM
2017 10 03 00 50 230  6.0   MM    MM    MM    MM  MM 1021.3  17.1    MM   4.4   MM   MM    MM
2017 10 02 23 50 230  5.0   MM    MM    MM    MM  MM 1020.8  17.0    MM   3.9   MM   MM    MM
2017 10 02 22 50 150  4.0   MM    MM    MM    MM  MM 1020.7  17.0    MM   4.0   MM   MM    MM
2017 10 02 21 50  60  4.0   MM    MM    MM    MM  MM 1020.6  16.7    MM   4.9   MM   MM    MM
2017 10 02 20 50 170  7.0   MM    MM    MM    MM  MM 1020.6  16.0    MM   5.1   MM   MM    MM
2017 10 02 19 50  60  7.0   MM    MM    MM    MM  MM 1020.8  15.9    MM   3.0   MM   MM    MM
2017 10 02 18 50 250 10.0   MM    MM    MM    MM  MM 1021.0  14.8    MM   6.0   MM   MM    MM
2017 10 02 17 50  80  5.0   MM    MM    MM    MM  MM 1021.2  13.1    MM   7.6   MM   MM    MM
2017 10 02 16 50  80  6.0   MM    MM    MM    MM  MM 1021.0  10.9    MM   8.4   MM   MM    MM
2017 10 02 15 50  70  5.0   MM    MM    MM    MM  MM 1020.9   9.5    MM   8.1   MM   MM    MM
2017 10 02 14 50  30  4.0   MM    MM    MM    MM  MM 1020.9   8.6    MM   7.7   MM   MM    MM
2017 10 02 13 50  80  2.0   MM    MM    MM    MM  MM 1020.5   8.8    MM   7.7   MM   MM    MM
2017 10 02 12 50 250  3.0   MM    MM    MM    MM  MM 1020.6   8.6    MM   7.6   MM   MM    MM
2017 10 02 11 50 270  3.0   MM    MM    MM    MM  MM 1020.2   9.1    MM   8.3   MM   MM    MM
2017 10 02 10 50 250  3.0   MM    MM    MM    MM  MM 1019.9   9.9    MM   8.9   MM   MM    MM
2017 10 02 09 50  MM  0.0   MM    MM    MM    MM  MM 1020.0  10.7    MM   9.3   MM   MM    MM
2017 10 02 08 50  50  2.0   MM    MM    MM    MM  MM 1020.1  10.8    MM   9.6   MM   MM    MM
2017 10 02 07 50  10  3.0   MM    MM    MM    MM  MM 1020.2  11.2    MM  10.0   MM   MM    MM
2017 10 02 06 50 120  5.0   MM    MM    MM    MM  MM 1020.2  11.8    MM  10.0   MM   MM    MM
2017 10 02 05 50 130  5.0   MM    MM    MM    MM  MM 1020.2  12.1    MM  10.1   MM   MM    MM
2017 10 02 04 50 180  2.0   MM    MM    MM    MM  MM 1020.2  11.9    MM  10.2   MM   MM    MM
2017 10 02 03 50 200  2.0   MM    MM    MM    MM  MM 1020.1  12.7    MM   9.9   MM   MM    MM
2017 10 02 02 50 190  1.0   MM    MM    MM    MM  MM 1020.0  12.9    MM  10.1   MM   MM    MM
2017 10 02 01 50 210  2.0   MM    MM    MM    MM  MM 1019.7  13.5    MM  10.1   MM   MM    MM
2017 10 02 00 50 270  3.0   MM    MM    MM    MM  MM 1019.6  13.8    MM   9.8   MM   MM    MM
2017 10 01 23 50 280  4.0   MM    MM    MM    MM  MM 1019.4  13.5    MM   9.6   MM   MM    MM
2017 10 01 22 50 240  6.0   MM    MM    MM    MM  MM 1019.6  13.2    MM   9.7   MM   MM    MM
2017 10 01 21 50 270  6.0   MM    MM    MM    MM  MM 1019.7  13.1    MM   9.7   MM   MM    MM
2017 10 01 20 50 160  4.0   MM    MM    MM    MM  MM 1020.0  13.0    MM   9.9   MM   MM    MM
2017 10 01 19 50  70  3.0   MM    MM    MM    MM  MM 1020.1  12.8    MM   9.7   MM   MM    MM
2017 10 01 18 50 100  3.0   MM    MM    MM    MM  MM 1020.1  12.1    MM  10.1   MM   MM    MM
2017 10 01 17 50 270  5.0   MM    MM    MM    MM  MM 1019.9  12.3    MM  10.3   MM   MM    MM
2017 10 01 16 50 190  4.0   MM    MM    MM    MM  MM 1019.8  12.0    MM  10.6   MM   MM    MM
2017 10 01 15 50 220  3.0   MM    MM    MM    MM  MM 1019.9  11.4    MM  10.3   MM   MM    MM
2017 10 01 14 50 240  2.0   MM    MM    MM    MM  MM 1019.3  11.0    MM  10.0   MM   MM    MM
2017 10 01 13 50 120  3.0   MM    MM    MM    MM  MM 1019.2  11.1    MM  10.0   MM   MM    MM
2017 10 01 12 50 130  3.0   MM    MM    MM    MM  MM 1019.0  11.1    MM   9.8   MM   MM    MM
2017 10 01 11 50 120  5.0   MM    MM    MM    MM  MM 1018.7  10.8    MM   9.6   MM   MM    MM
2017 10 01 10 50 110  6.0   MM    MM    MM    MM  MM 1018.4  11.1    MM   9.4   MM   MM    MM
2017 10 01 09 50 120  5.0   MM    MM    MM    MM  MM 1018.4  11.1    MM   9.7   MM   MM    MM
2017 10 01 08 50 120  4.0   MM    MM    MM    MM  MM 1018.3  11.2    MM  10.0   MM   MM    MM
2017 10 01 07 50 120  4.0   MM    MM    MM    MM  MM 1018.3  11.8    MM  10.5   MM   MM    MM
2017 10 01 06 50 120  4.0   MM    MM    MM    MM  MM 1018.0  11.8    MM  10.6   MM   MM    MM
2017 10 01 05 50 120  5.0   MM    MM    MM    MM  MM 1017.8  12.0    MM  10.6   MM   MM    MM
2017 10 01 04 50 120  5.0   MM    MM    MM    MM  MM 1017.3  12.3    MM  10.7   MM   MM    MM
2017 10 01 03 50 120  4.0   MM    MM    MM    MM  MM 1017.2  12.5    MM  10.1   MM   MM    MM
2017 10 01 02 50 110  4.0   MM    MM    MM    MM  MM 1017.5  12.4    MM  10.2   MM   MM    MM
2017 10 01 01 50 120  5.0   MM    MM    MM    MM  MM 1016.7  12.4    MM  10.0   MM   MM    MM
2017 10 01 00 50 120  6.0   MM    MM    MM    MM  MM 1016.9  12.5    MM  10.1   MM   MM    MM
2017 09 30 23 50  90  7.0   MM    MM    MM    MM  MM 1016.9  12.7    MM  10.1   MM   MM    MM
2017 09 30 22 50 120  5.0   MM    MM    MM    MM  MM 1017.2  13.0    MM   9.4   MM   MM    MM
2017 09 30 21 50 140  1.0   MM    MM    MM    MM  MM 1017.3  13.0    MM   9.6   MM   MM    MM
2017 09 30 20 50  70  1.0   MM    MM    MM    MM  MM 1017.6  13.5    MM   9.8   MM   MM    MM
2017 09 30 18 50 110  6.0   MM    MM    MM    MM  MM 1018.0  13.3    MM  11.0   MM   MM    MM
2017 09 30 17 50 120  7.0   MM    MM    MM    MM  MM 1018.2  12.8    MM  10.9   MM   MM    MM
2017 09 30 15 50 120  6.0   MM    MM    MM    MM  MM 1017.6  12.6    MM  10.9   MM   MM    MM
2017 09 30 14 50 120  5.0   MM    MM    MM    MM  MM 1017.5  12.9    MM  10.6   MM   MM    MM
2017 09 30 13 50 120  5.0   MM    MM    MM    MM  MM 1017.2  12.5    MM  10.7   MM   MM    MM
2017 09 30 12 50 130  6.0   MM    MM    MM    MM  MM 1017.3  12.0    MM  11.0   MM   MM    MM
2017 09 30 11 50 140  3.0   MM    MM    MM    MM  MM 1017.3  12.6    MM  10.9   MM   MM    MM
2017 09 30 10 50 120  4.0   MM    MM    MM    MM  MM 1017.1  13.2    MM  10.8   MM   MM    MM
2017 09 30 09 50 120  7.0   MM    MM    MM    MM  MM 1016.8  13.3    MM  10.9   MM   MM    MM
2017 09 30 08 50  60  6.0   MM    MM    MM    MM  MM 1016.9  13.5    MM  10.5   MM   MM    MM
2017 09 30 07 50 120  4.0   MM    MM    MM    MM  MM 1017.0  13.8    MM  10.6   MM   MM    MM
2017 09 30 06 50  80  4.0   MM    MM    MM    MM  MM 1016.8  14.0    MM  10.4   MM   MM    MM
2017 09 30 05 50  50  5.0   MM    MM    MM    MM  MM 1016.7  14.2    MM  10.2   MM   MM    MM
2017 09 30 04 50 110  4.0   MM    MM    MM    MM  MM 1016.2  14.6    MM   9.6   MM   MM    MM
2017 09 30 03 50 100  4.0   MM    MM    MM    MM  MM 1015.8  14.3    MM   9.6   MM   MM    MM
2017 09 30 02 50 140  4.0   MM    MM    MM    MM  MM 1015.3  14.8    MM   8.9   MM   MM    MM
2017 09 30 01 50  50  8.0   MM    MM    MM    MM  MM 1014.4  14.1    MM  10.3   MM   MM    MM
2017 09 30 00 50 120  5.0   MM    MM    MM    MM  MM 1013.5  14.6    MM  10.2   MM   MM    MM
2017 09 29 23 50 120  7.0   MM    MM    MM    MM  MM 1012.6  13.7    MM  12.4   MM   MM    MM
2017 09 29 22 50 120  5.0   MM    MM    MM    MM  MM 1012.5  14.5    MM  13.1   MM   MM    MM
2017 09 29 21 50 120  5.0   MM    MM    MM    MM  MM 1012.5  14.9    MM  13.3   MM   MM    MM
2017 09 29 20 50 130  3.0   MM    MM    MM    MM  MM 1012.5  14.4    MM  13.1   MM   MM    MM
2017 09 29 19 50 120  5.0   MM    MM    MM    MM  MM 1012.2  14.8    MM  13.2   MM   MM    MM
2017 09 29 18 50 130  5.0   MM    MM    MM    MM  MM 1012.1  14.6    MM  13.3   MM   MM    MM
2017 09 29 17 30 130  4.0   MM    MM    MM    MM  MM 1012.3  14.1    MM  13.0   MM   MM    MM
2017 09 29 16 50 110  7.0   MM    MM    MM    MM  MM 1012.3  14.4    MM  13.2   MM   MM    MM
2017 09 29 15 50 120  6.0   MM    MM    MM    MM  MM 1012.1  14.3    MM  12.9   MM   MM    MM
2017 09 29 14 50 120  6.0   MM    MM    MM    MM  MM 1011.4  14.4    MM  12.9   MM   MM    MM
2017 09 29 12 50 120  4.0   MM    MM    MM    MM  MM 1011.0  13.6    MM  12.3   MM   MM    MM
2017 09 29 11 50 200  4.0   MM    MM    MM    MM  MM 1010.7  14.5    MM  12.6   MM   MM    MM
2017 09 29 10 50  90  4.0   MM    MM    MM    MM  MM 1010.8  14.7    MM  12.6   MM   MM    MM
2017 09 29 09 40  80  6.0   MM    MM    MM    MM  MM 1010.2  15.0    MM  12.7   MM   MM    MM
2017 09 29 08 50 120  9.0   MM    MM    MM    MM  MM 1009.5  15.5    MM  12.3   MM   MM    MM
2017 09 29 07 50 120  9.0   MM    MM    MM    MM  MM 1009.2  16.2    MM  12.5   MM   MM    MM
2017 09 29 06 50  80  7.0   MM    MM    MM    MM  MM 1009.3  17.2    MM  12.8   MM   MM    MM
2017 09 29 05 50 120  5.0   MM    MM    MM    MM  MM 1009.4  17.6    MM  13.0   MM   MM    MM
2017 09 29 04 50 120  6.0   MM    MM    MM    MM  MM 1009.4  15.8    MM  13.5   MM   MM    MM
2017 09 29 03 50 340  1.0   MM    MM    MM    MM  MM 1009.1  15.9    MM  13.8   MM   MM    MM
2017 09 29 02 50 200  1.0   MM    MM    MM    MM  MM 1009.1  17.9    MM  12.2   MM   MM    MM
2017 09 29 01 50 260  2.0   MM    MM    MM    MM  MM 1009.2  17.2    MM  13.2   MM   MM    MM
2017 09 29 00 50 270  3.0   MM    MM    MM    MM  MM 1009.5  18.0    MM  13.4   MM   MM    MM
2017 09 28 23 50 230  3.0   MM    MM    MM    MM  MM 1009.9  17.9    MM  14.1   MM   MM    MM
2017 09 28 22 50 280  4.0   MM    MM    MM    MM  MM 1010.4  18.1    MM  13.9   MM   MM    MM
2017 09 28 21 50 270  4.0   MM    MM    MM    MM  MM 1010.8  18.8    MM  14.0   MM   MM    MM
2017 09 28 20 50 140  2.0   MM    MM    MM    MM  MM 1011.4  18.1    MM  14.2   MM   MM    MM
2017 09 28 19 50 250  1.0   MM    MM    MM    MM  MM 1012.3  17.2    MM  14.6   MM   MM    MM
2017 09 28 18 50 300  1.0   MM    MM    MM    MM  MM 1013.0  15.8    MM  13.9   MM   MM    MM
2017 09 28 17 50  MM  0.0   MM    MM    MM    MM  MM 1013.7  15.0    MM  13.3   MM   MM    MM
2017 09 28 16 50  40  1.0   MM    MM    MM    MM  MM 1013.9  13.8    MM  12.8   MM   MM    MM
2017 09 28 15 50 130  2.0   MM    MM    MM    MM  MM 1013.8  13.6    MM  12.7   MM   MM    MM
2017 09 28 14 50 320  1.0   MM    MM    MM    MM  MM 1014.3  12.8    MM  12.2   MM   MM    MM
2017 09 28 13 50 270  2.0   MM    MM    MM    MM  MM 1014.2  12.5    MM  12.4   MM   MM    MM
2017 09 28 12 50 270  2.0   MM    MM    MM    MM  MM 1014.6  12.7    MM  12.5   MM   MM    MM
2017 09 28 11 50 260  3.0   MM    MM    MM    MM  MM 1014.8  12.3    MM  12.1   MM   MM    MM
2017 09 28 10 50  50  2.0   MM    MM    MM    MM  MM 1015.1  13.3    MM  13.1   MM   MM    MM
2017 09 28 09 50  MM  0.0   MM    MM    MM    MM  MM 1015.4  12.4    MM  12.0   MM   MM    MM
2017 09 28 08 50  MM  0.0   MM    MM    MM    MM  MM 1015.6  13.9    MM  13.4   MM   MM    MM
2017 09 28 07 50 340  1.0   MM    MM    MM    MM  MM 1015.8  14.3    MM  13.6   MM   MM    MM
2017 09 28 06 50 110  1.0   MM    MM    MM    MM  MM 1015.8  14.2    MM  13.5   MM   MM    MM
2017 09 28 04 50 260  1.0   MM    MM    MM    MM  MM 1015.4  14.4    MM  13.8   MM   MM    MM
2017 09 28 03 50 270  2.0   MM    MM    MM    MM  MM 1015.4  15.3    MM  14.2   MM   MM    MM
2017 09 28 02 50 280  3.0   MM    MM    MM    MM  MM 1015.5  15.1    MM  13.8   MM   MM    MM
2017 09 28 01 50 200  3.0   MM    MM    MM    MM  MM 1015.5  15.9    MM  13.6   MM   MM    MM
2017 09 28 00 50 270  3.0   MM    MM    MM    MM  MM 1016.0  16.2    MM  13.7   MM   MM    MM
2017 09 27 23 50 280  4.0   MM    MM    MM    MM  MM 1016.6  15.7    MM  13.7   MM   MM    MM
2017 09 27 22 50 270  5.0   MM    MM    MM    MM  MM 1017.2  16.4    MM  13.7   MM   MM    MM
2017 09 27 21 50 270  4.0   MM    MM    MM    MM  MM 1017.9  16.4    MM  13.7   MM   MM    MM
2017 09 27 20 50 270  5.0   MM    MM    MM    MM  MM 1018.6  15.8    MM  13.7   MM   MM    MM
2017 09 27 19 50 270  4.0   MM    MM    MM    MM  MM 1019.3  15.7    MM  13.7   MM   MM    MM
2017 09 27 18 50 270  5.0   MM    MM    MM    MM  MM 1020.0  14.7    MM  13.5   MM   MM    MM
2017 09 27 17 50  80  4.0   MM    MM    MM    MM  MM 1020.1  14.7    MM  13.1   MM   MM    MM
2017 09 27 16 50  40  2.0   MM    MM    MM    MM  MM 1020.0  13.2    MM  11.9   MM   MM    MM
2017 09 27 15 50 280  2.0   MM    MM    MM    MM  MM 1019.8  13.0    MM  12.2   MM   MM    MM
2017 09 27 14 50 280  3.0   MM    MM    MM    MM  MM 1019.9  12.4    MM  12.1   MM   MM    MM
2017 09 27 13 50 270  2.0   MM    MM    MM    MM  MM 1020.0  12.1    MM  11.9   MM   MM    MM
2017 09 27 12 50 280  4.0   MM    MM    MM    MM  MM 1020.1  11.5    MM  11.3   MM   MM    MM
2017 09 27 11 50 280  3.0   MM    MM    MM    MM  MM 1020.2  11.8    MM  11.6   MM   MM    MM
2017 09 27 10 50 280  2.0   MM    MM    MM    MM  MM 1020.5  12.8    MM  12.4   MM   MM    MM
2017 09 27 05 50 270  3.0   MM    MM    MM    MM  MM 1020.6  14.1    MM  13.5   MM   MM    MM
2017 09 27 04 50 270  3.0   MM    MM    MM    MM  MM 1020.3  14.3    MM  13.5   MM   MM    MM
2017 09 27 02 50 280  3.0   MM    MM    MM    MM  MM 1020.1  15.8    MM  12.8   MM   MM    MM
2017 09 27 01 50 210  2.0   MM    MM    MM    MM  MM 1019.9  15.6    MM  13.4   MM   MM    MM
2017 09 27 00 50 290  3.0   MM    MM    MM    MM  MM 1020.1  15.9    MM  13.6   MM   MM    MM
2017 09 26 23 50 270  6.0   MM    MM    MM    MM  MM 1020.5  16.0    MM  13.5   MM   MM    MM
2017 09 26 22 50 270  5.0   MM    MM    MM    MM  MM 1020.9  16.4    MM  13.7   MM   MM    MM
2017 09 26 21 50 270  6.0   MM    MM    MM    MM  MM 1021.5  16.2    MM  13.6   MM   MM    MM
2017 09 26 20 50 270  5.0   MM    MM    MM    MM  MM 1021.7  16.2    MM  14.0   MM   MM    MM
2017 09 26 19 50 270  5.0   MM    MM    MM    MM  MM 1021.9  15.8    MM  14.3   MM   MM    MM
2017 09 26 18 50 230  1.0   MM    MM    MM    MM  MM 1022.1  13.7    MM  13.6   MM   MM    MM
2017 09 26 17 50  MM  0.0   MM    MM    MM    MM  MM 1022.6  12.7    MM  12.7   MM   MM    MM
2017 09 26 16 50  MM  0.0   MM    MM    MM    MM  MM 1022.6  12.6    MM  12.5   MM   MM    MM
2017 09 26 15 50  MM  0.0   MM    MM    MM    MM  MM 1022.2  12.3    MM  12.2   MM   MM    MM
