#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2017 09 26 14 50  20  1.0   MM    MM    MM    MM  MM 1022.1  12.4    MM  12.3   MM   MM    MM
2017 09 26 13 50 130  1.0   MM    MM    MM    MM  MM 1021.5  12.5    MM  12.3   MM   MM    MM
2017 09 26 12 50  50  1.0   MM    MM    MM    MM  MM 1021.2  12.8    MM  12.6   MM   MM    MM
2017 09 26 06 50 340  1.0   MM    MM    MM    MM  MM 1019.9  14.4    MM  13.5   MM   MM    MM
2017 09 26 05 50 200  3.0   MM    MM    MM    MM  MM 1019.7  14.5    MM  13.3   MM   MM    MM
2017 09 26 04 50  60  1.0   MM    MM    MM    MM  MM 1019.6  14.8    MM  13.4   MM   MM    MM
2017 09 26 03 50 290  2.0   MM    MM    MM    MM  MM 1019.2  14.8    MM  13.7   MM   MM    MM
2017 09 26 02 50 250  1.0   MM    MM    MM    MM  MM 1018.9  15.9    MM  13.7   MM   MM    MM
2017 09 26 01 50 330  1.0   MM    MM    MM    MM  MM 1018.6  15.8    MM  13.4   MM   MM    MM
2017 09 26 00 50  40  1.0   MM    MM    MM    MM  MM 1018.8  16.0    MM  14.1   MM   MM    MM
2017 09 25 23 50  40  1.0   MM    MM    MM    MM  MM 1018.6  16.3    MM  13.5   MM   MM    MM
2017 09 25 22 50 130  1.0   MM    MM    MM    MM  MM 1018.6  15.6    MM  13.3   MM   MM    MM
2017 09 25 21 50 190  2.0   MM    MM    MM    MM  MM 1018.9  15.3    MM  13.2   MM   MM    MM
2017 09 25 20 50  MM  0.0   MM    MM    MM    MM  MM 1019.0  14.9    MM  13.3   MM   MM    MM
2017 09 25 19 50 110  1.0   MM    MM    MM    MM  MM 1019.1  13.9    MM  12.9   MM   MM    MM
2017 09 25 18 50 140  3.0   MM    MM    MM    MM  MM 1018.6  13.4    MM  12.7   MM   MM    MM
2017 09 25 17 50 120  3.0   MM    MM    MM    MM  MM 1018.8  13.5    MM  12.8   MM   MM    MM
2017 09 25 16 50 120  4.0   MM    MM    MM    MM  MM 1018.5  13.3    MM  12.6   MM   MM    MM
2017 09 25 15 50 120  6.0   MM    MM    MM    MM  MM 1018.4  13.4    MM  12.6   MM   MM    MM
2017 09 25 14 50 110  5.0   MM    MM    MM    MM  MM 1018.2  13.5    MM  12.6   MM   MM    MM
2017 09 25 13 50 110  6.0   MM    MM    MM    MM  MM 1018.0  13.6    MM  12.6   MM   MM    MM
2017 09 25 12 50 110  6.0   MM    MM    MM    MM  MM 1018.1  13.1    MM  12.5   MM   MM    MM
2017 09 25 11 50 120  6.0   MM    MM    MM    MM  MM 1017.8  13.3    MM  12.4   MM   MM    MM
2017 09 25 10 50 130  6.0   MM    MM    MM    MM  MM 1017.9  13.4    MM  12.2   MM   MM    MM
2017 09 25 09 50 120  7.0   MM    MM    MM    MM  MM 1018.1  13.8    MM  12.2   MM   MM    MM
2017 09 25 08 50 130  6.0   MM    MM    MM    MM  MM 1018.1  14.1    MM  12.2   MM   MM    MM
2017 09 25 07 50 130  6.0   MM    MM    MM    MM  MM 1017.9  14.3    MM  12.1   MM   MM    MM
2017 09 25 06 50 130  7.0   MM    MM    MM    MM  MM 1018.1  14.3    MM  11.6   MM   MM    MM
2017 09 25 05 50 130  7.0   MM    MM    MM    MM  MM 1017.8  14.1    MM  11.3   MM   MM    MM
2017 09 25 04 50 130  6.0   MM    MM    MM    MM  MM 1017.8  13.8    MM  11.1   MM   MM    MM
2017 09 25 03 50 120  7.0   MM    MM    MM    MM  MM 1017.9  13.9    MM  11.0   MM   MM    MM
2017 09 25 02 50 120  7.0   MM    MM    MM    MM  MM 1017.7  15.0    MM  10.6   MM   MM    MM
2017 09 25 01 50 120  5.0   MM    MM    MM    MM  MM 1018.0  15.2    MM  10.9   MM   MM    MM
2017 09 25 00 50 130  3.0   MM    MM    MM    MM  MM 1018.3  14.9    MM  11.7   MM   MM    MM
2017 09 24 23 50 120  2.0   MM    MM    MM    MM  MM 1018.6  15.3    MM  12.6   MM   MM    MM
2017 09 24 22 50 130  1.0   MM    MM    MM    MM  MM 1019.0  15.4    MM  11.8   MM   MM    MM
2017 09 24 21 50  MM  0.0   MM    MM    MM    MM  MM 1019.6  16.5    MM  11.8   MM   MM    MM
2017 09 24 20 50  60  1.0   MM    MM    MM    MM  MM 1019.8  14.4    MM  11.5   MM   MM    MM
2017 09 24 19 50 180  2.0   MM    MM    MM    MM  MM 1020.0  13.7    MM  11.5   MM   MM    MM
2017 09 24 18 50 120  3.0   MM    MM    MM    MM  MM 1020.3  13.2    MM  11.3   MM   MM    MM
2017 09 24 17 50 150  3.0   MM    MM    MM    MM  MM 1020.7  12.9    MM  10.4   MM   MM    MM
2017 09 24 16 50 110  2.0   MM    MM    MM    MM  MM 1020.6  12.7    MM  10.2   MM   MM    MM
2017 09 24 15 50 120  4.0   MM    MM    MM    MM  MM 1020.9  11.9    MM  10.3   MM   MM    MM
2017 09 24 14 50 120  4.0   MM    MM    MM    MM  MM 1020.6  11.5    MM   9.6   MM   MM    MM
2017 09 24 13 50 120  6.0   MM    MM    MM    MM  MM 1019.8  11.7    MM  10.2   MM   MM    MM
2017 09 24 12 50 120  3.0   MM    MM    MM    MM  MM 1020.1  11.9    MM  10.3   MM   MM    MM
2017 09 24 11 50 200  1.0   MM    MM    MM    MM  MM 1020.6  12.1    MM  10.1   MM   MM    MM
2017 09 24 10 50 120  3.0   MM    MM    MM    MM  MM 1020.3  12.5    MM  10.4   MM   MM    MM
2017 09 24 09 50 120  4.0   MM    MM    MM    MM  MM 1020.2  12.6    MM  11.0   MM   MM    MM
2017 09 24 08 50 130  2.0   MM    MM    MM    MM  MM 1019.7  12.1    MM  11.1   MM   MM    MM
2017 09 24 07 50 240  3.0   MM    MM    MM    MM  MM 1019.6  11.3    MM  10.4   MM   MM    MM
2017 09 24 06 50 250  1.0   MM    MM    MM    MM  MM 1019.5  12.0    MM  10.8   MM   MM    MM
2017 09 24 05 50 260  2.0   MM    MM    MM    MM  MM 1019.4  12.4    MM  10.8   MM   MM    MM
2017 09 24 04 50 220  1.0   MM    MM    MM    MM  MM 1019.2  13.3    MM  11.2   MM   MM    MM
2017 09 24 03 50 130  1.0   MM    MM    MM    MM  MM 1018.7  14.3    MM  11.4   MM   MM    MM
2017 09 24 02 50 310  2.0   MM    MM    MM    MM  MM 1018.5  14.3    MM  11.7   MM   MM    MM
2017 09 24 01 50 180  1.0   MM    MM    MM    MM  MM 1018.1  15.4    MM  12.0   MM   MM    MM
2017 09 24 00 50 290  1.0   MM    MM    MM    MM  MM 1018.6  15.9    MM  10.6   MM   MM    MM
2017 09 23 23 50  60  2.0   MM    MM    MM    MM  MM 1018.5  15.9    MM  11.4   MM   MM    MM
2017 09 23 22 50  70  3.0   MM    MM    MM    MM  MM 1018.5  16.3    MM  10.8   MM   MM    MM
2017 09 23 21 50 140  2.0   MM    MM    MM    MM  MM 1018.5  15.3    MM  11.3   MM   MM    MM
2017 09 23 20 50 190  1.0   MM    MM    MM    MM  MM 1018.6  15.2    MM  11.2   MM   MM    MM
2017 09 23 19 50 140  2.0   MM    MM    MM    MM  MM 1018.7  14.3    MM  11.2   MM   MM    MM
2017 09 23 18 50 130  3.0   MM    MM    MM    MM  MM 1018.9  14.1    MM  11.3   MM   MM    MM
2017 09 23 17 50 120  4.0   MM    MM    MM    MM  MM 1018.9  13.6    MM  10.7   MM   MM    MM
2017 09 23 16 50 120  4.0   MM    MM    MM    MM  MM 1018.5  13.2    MM  10.6   MM   MM    MM
2017 09 23 15 50 130  4.0   MM    MM    MM    MM  MM 1018.1  12.6    MM  10.8   MM   MM    MM
2017 09 23 14 50 130  5.0   MM    MM    MM    MM  MM 1017.4  12.6    MM  10.4   MM   MM    MM
2017 09 23 13 50 130  7.0   MM    MM    MM    MM  MM 1016.7  12.7    MM  10.4   MM   MM    MM
2017 09 23 12 50 130  6.0   MM    MM    MM    MM  MM 1016.5  12.9    MM  10.5   MM   MM    MM
2017 09 23 11 50 130  5.0   MM    MM    MM    MM  MM 1016.4  12.5    MM  10.5   MM   MM    MM
2017 09 23 10 50 140  6.0   MM    MM    MM    MM  MM 1016.1  12.7    MM  10.2   MM   MM    MM
2017 09 23 09 50 130  6.0   MM    MM    MM    MM  MM 1016.1  14.0    MM  10.1   MM   MM    MM
2017 09 23 08 50 130  7.0   MM    MM    MM    MM  MM 1016.0  14.4    MM   9.9   MM   MM    MM
2017 09 23 07 50 130  6.0   MM    MM    MM    MM  MM 1015.9  14.3    MM  11.1   MM   MM    MM
2017 09 23 06 50 130  6.0   MM    MM    MM    MM  MM 1015.7  14.2    MM  10.9   MM   MM    MM
2017 09 23 05 50 130  5.0   MM    MM    MM    MM  MM 1015.7  14.2    MM  11.4   MM   MM    MM
2017 09 23 04 50 120  5.0   MM    MM    MM    MM  MM 1015.5  14.4    MM  11.3   MM   MM    MM
2017 09 23 03 50 130  2.0   MM    MM    MM    MM  MM 1015.6  14.3    MM  12.1   MM   MM    MM
2017 09 23 02 50 200  2.0   MM    MM    MM    MM  MM 1015.4  14.6    MM  11.6   MM   MM    MM
2017 09 23 01 50 220  1.0   MM    MM    MM    MM  MM 1015.7  14.9    MM  10.7   MM   MM    MM
2017 09 23 00 50 220  1.0   MM    MM    MM    MM  MM 1015.8  15.1    MM   9.1   MM   MM    MM
2017 09 22 23 40  MM  0.0   MM    MM    MM    MM  MM 1015.9  15.8    MM   9.6   MM   MM    MM
2017 09 22 22 50 250  1.0   MM    MM    MM    MM  MM 1016.1  15.2    MM   9.5   MM   MM    MM
2017 09 22 21 50 270  3.0   MM    MM    MM    MM  MM 1016.5  14.8    MM   9.6   MM   MM    MM
2017 09 22 20 50 270  4.0   MM    MM    MM    MM  MM 1016.6  14.8    MM   9.6   MM   MM    MM
2017 09 22 19 50 270  4.0   MM    MM    MM    MM  MM 1017.0  14.5    MM   9.7   MM   MM    MM
2017 09 22 18 50 240  4.0   MM    MM    MM    MM  MM 1017.3  13.6    MM  10.1   MM   MM    MM
2017 09 22 17 50 120  2.0   MM    MM    MM    MM  MM 1017.3  13.2    MM  10.2   MM   MM    MM
2017 09 22 16 50  20  1.0   MM    MM    MM    MM  MM 1017.4  12.8    MM   9.5   MM   MM    MM
2017 09 22 15 50 120  1.0   MM    MM    MM    MM  MM 1017.3  12.1    MM  10.0   MM   MM    MM
2017 09 22 14 50  40  2.0   MM    MM    MM    MM  MM 1016.9  12.6    MM  10.2   MM   MM    MM
2017 09 22 13 50 120  2.0   MM    MM    MM    MM  MM 1016.8  12.6    MM  10.7   MM   MM    MM
2017 09 22 12 50  30  1.0   MM    MM    MM    MM  MM 1016.4  12.6    MM  10.5   MM   MM    MM
2017 09 22 11 50  50  2.0   MM    MM    MM    MM  MM 1016.3  12.7    MM  10.1   MM   MM    MM
2017 09 22 10 50 340  1.0   MM    MM    MM    MM  MM 1015.9  12.8    MM  10.5   MM   MM    MM
2017 09 22 09 50 120  1.0   MM    MM    MM    MM  MM 1015.7  13.2    MM  10.8   MM   MM    MM
2017 09 22 08 50 280  2.0   MM    MM    MM    MM  MM 1015.7  13.6    MM  10.0   MM   MM    MM
2017 09 22 07 50 290  2.0   MM    MM    MM    MM  MM 1015.6  13.7    MM   9.9   MM   MM    MM
2017 09 22 06 50  90  2.0   MM    MM    MM    MM  MM 1015.4  13.8    MM  11.0   MM   MM    MM
2017 09 22 05 50 270  1.0   MM    MM    MM    MM  MM 1015.0  13.5    MM  10.4   MM   MM    MM
2017 09 22 04 50 280  2.0   MM    MM    MM    MM  MM 1015.0  13.7    MM  10.8   MM   MM    MM
2017 09 22 03 50 270  3.0   MM    MM    MM    MM  MM 1014.7  13.9    MM  10.7   MM   MM    MM
2017 09 22 02 50 140  2.0   MM    MM    MM    MM  MM 1014.5  13.9    MM  10.8   MM   MM    MM
2017 09 22 01 50 210  4.0   MM    MM    MM    MM  MM 1014.0  14.1    MM  10.0   MM   MM    MM
2017 09 22 00 50 280  2.0   MM    MM    MM    MM  MM 1014.0  14.3    MM   9.7   MM   MM    MM
2017 09 21 23 50 170  2.0   MM    MM    MM    MM  MM 1013.8  14.7    MM  10.5   MM   MM    MM
2017 09 21 22 50 280  6.0   MM    MM    MM    MM  MM 1013.5  13.9    MM   9.5   MM   MM    MM
2017 09 21 21 50 310  5.0   MM    MM    MM    MM  MM 1013.5  14.9    MM   7.5   MM   MM    MM
2017 09 21 20 50 180  2.0   MM    MM    MM    MM  MM 1013.7  14.4    MM   9.0   MM   MM    MM
2017 09 21 19 50 180  3.0   MM    MM    MM    MM  MM 1013.8  13.5    MM   9.3   MM   MM    MM
2017 09 21 18 50 160  1.0   MM    MM    MM    MM  MM 1013.8  12.8    MM   9.3   MM   MM    MM
2017 09 21 17 50  MM  0.0   MM    MM    MM    MM  MM 1013.7  11.8    MM   9.1   MM   MM    MM
2017 09 21 16 50 350  1.0   MM    MM    MM    MM  MM 1013.3  10.8    MM   9.1   MM   MM    MM
2017 09 21 15 50 310  2.0   MM    MM    MM    MM  MM 1012.9  10.5    MM   9.3   MM   MM    MM
2017 09 21 14 50 310  3.0   MM    MM    MM    MM  MM 1012.5  10.5    MM   9.4   MM   MM    MM
2017 09 21 13 50 310  2.0   MM    MM    MM    MM  MM 1012.0  11.2    MM   9.9   MM   MM    MM
2017 09 21 12 50  60  3.0   MM    MM    MM    MM  MM 1011.4  11.4    MM   9.9   MM   MM    MM
2017 09 21 11 50  70  3.0   MM    MM    MM    MM  MM 1010.9  11.6    MM   9.6   MM   MM    MM
2017 09 21 10 50 140  4.0   MM    MM    MM    MM  MM 1010.7  11.8    MM   9.0   MM   MM    MM
2017 09 21 09 50 120  3.0   MM    MM    MM    MM  MM 1010.3  12.4    MM   9.4   MM   MM    MM
2017 09 21 08 50 130  7.0   MM    MM    MM    MM  MM 1009.8  12.5    MM   8.8   MM   MM    MM
2017 09 21 07 50 130  7.0   MM    MM    MM    MM  MM 1009.2  13.1    MM   9.3   MM   MM    MM
2017 09 21 06 50 130  7.0   MM    MM    MM    MM  MM 1008.9  13.1    MM   8.7   MM   MM    MM
2017 09 21 05 50 130  6.0   MM    MM    MM    MM  MM 1008.6  13.1    MM   8.6   MM   MM    MM
2017 09 21 04 50 120  6.0   MM    MM    MM    MM  MM 1008.3  12.9    MM   8.6   MM   MM    MM
2017 09 21 03 50 130  7.0   MM    MM    MM    MM  MM 1007.8  12.7    MM   8.6   MM   MM    MM
2017 09 21 02 50 110  3.0   MM    MM    MM    MM  MM 1007.5  13.3    MM   8.8   MM   MM    MM
2017 09 21 01 50  MM  0.0   MM    MM    MM    MM  MM 1007.2  13.3    MM   7.9   MM   MM    MM
2017 09 21 00 50 270  1.0   MM    MM    MM    MM  MM 1006.9  13.3    MM   7.8   MM   MM    MM
2017 09 20 23 50 230  2.0   MM    MM    MM    MM  MM 1006.3  13.3    MM   8.1   MM   MM    MM
2017 09 20 22 50 270  4.0   MM    MM    MM    MM  MM 1006.2  12.9    MM   8.3   MM   MM    MM
2017 09 20 21 50 270  6.0   MM    MM    MM    MM  MM 1006.0  12.5    MM   9.2   MM   MM    MM
2017 09 20 20 50 260  6.0   MM    MM    MM    MM  MM 1005.8  12.5    MM   9.4   MM   MM    MM
2017 09 20 19 50 270  5.0   MM    MM    MM    MM  MM 1005.7  12.1    MM   8.6   MM   MM    MM
2017 09 20 18 50 180  4.0   MM    MM    MM    MM  MM 1005.2  11.8    MM   9.6   MM   MM    MM
2017 09 20 17 50 170  2.0   MM    MM    MM    MM  MM 1004.9  11.1    MM   9.3   MM   MM    MM
2017 09 20 16 50 310  2.0   MM    MM    MM    MM  MM 1004.4  10.6    MM   9.5   MM   MM    MM
2017 09 20 15 50  50  2.0   MM    MM    MM    MM  MM 1003.9  10.5    MM   9.3   MM   MM    MM
2017 09 20 14 50  50  4.0   MM    MM    MM    MM  MM 1003.8  10.3    MM   9.4   MM   MM    MM
2017 09 20 13 50 220  1.0   MM    MM    MM    MM  MM 1003.5  10.2    MM   9.2   MM   MM    MM
2017 09 20 12 50 140  3.0   MM    MM    MM    MM  MM 1003.5  10.4    MM   9.4   MM   MM    MM
2017 09 20 11 50 120  2.0   MM    MM    MM    MM  MM 1003.1  11.0    MM   9.2   MM   MM    MM
2017 09 20 10 50 140  4.0   MM    MM    MM    MM  MM 1003.1  10.9    MM   9.2   MM   MM    MM
2017 09 20 09 50 120  5.0   MM    MM    MM    MM  MM 1003.6  11.0    MM   9.3   MM   MM    MM
2017 09 20 08 50 130  6.0   MM    MM    MM    MM  MM 1004.0  11.2    MM   9.9   MM   MM    MM
2017 09 20 07 50 130  5.0   MM    MM    MM    MM  MM 1004.7  11.8    MM   9.5   MM   MM    MM
2017 09 20 06 50 130  7.0   MM    MM    MM    MM  MM 1005.2  12.1    MM   9.7   MM   MM    MM
2017 09 20 05 50 130  5.0   MM    MM    MM    MM  MM 1005.3  12.3    MM   9.4   MM   MM    MM
2017 09 20 04 50 130  4.0   MM    MM    MM    MM  MM 1005.7  12.2    MM   9.1   MM   MM    MM
2017 09 20 03 50 130  5.0   MM    MM    MM    MM  MM 1005.8  12.3    MM   9.5   MM   MM    MM
2017 09 20 02 50 120  3.0   MM    MM    MM    MM  MM 1005.9  12.5    MM   9.6   MM   MM    MM
2017 09 20 01 50 130  4.0   MM    MM    MM    MM  MM 1006.0  13.0    MM   9.2   MM   MM    MM
2017 09 20 00 50 130  3.0   MM    MM    MM    MM  MM 1006.2  12.8    MM   9.5   MM   MM    MM
2017 09 19 23 50 130  4.0   MM    MM    MM    MM  MM 1006.3  12.7    MM   9.0   MM   MM    MM
2017 09 19 22 50 140  3.0   MM    MM    MM    MM  MM 1006.4  12.6    MM   9.0   MM   MM    MM
2017 09 19 21 50 130  5.0   MM    MM    MM    MM  MM 1006.6  12.6    MM   9.3   MM   MM    MM
2017 09 19 20 50 130  6.0   MM    MM    MM    MM  MM 1006.6  12.3    MM   9.6   MM   MM    MM
2017 09 19 19 50 130  5.0   MM    MM    MM    MM  MM 1007.1  12.3    MM   9.3   MM   MM    MM
2017 09 19 18 50 130  6.0   MM    MM    MM    MM  MM 1007.0  12.2    MM   8.9   MM   MM    MM
2017 09 19 17 50 130  6.0   MM    MM    MM    MM  MM 1006.7  11.9    MM   9.0   MM   MM    MM
2017 09 19 16 50 120  7.0   MM    MM    MM    MM  MM 1006.4  11.7    MM   9.0   MM   MM    MM
2017 09 19 15 50 120  6.0   MM    MM    MM    MM  MM 1006.0  11.5    MM   8.9   MM   MM    MM
2017 09 19 14 50 120  6.0   MM    MM    MM    MM  MM 1005.6  11.6    MM   8.6   MM   MM    MM
2017 09 19 13 50 110  6.0   MM    MM    MM    MM  MM 1005.1  11.7    MM   8.9   MM   MM    MM
2017 09 19 12 50  30  4.0   MM    MM    MM    MM  MM 1004.6  10.8    MM   9.7   MM   MM    MM
2017 09 19 11 50  30  3.0   MM    MM    MM    MM  MM 1004.5  10.6    MM   9.1   MM   MM    MM
2017 09 19 10 50 120  7.0   MM    MM    MM    MM  MM 1004.2  11.6    MM   9.1   MM   MM    MM
2017 09 19 09 50 110  7.0   MM    MM    MM    MM  MM 1004.2  11.8    MM   8.9   MM   MM    MM
2017 09 19 08 50 110  8.0   MM    MM    MM    MM  MM 1004.2  12.4    MM   8.9   MM   MM    MM
2017 09 19 07 50 120  8.0   MM    MM    MM    MM  MM 1004.0  12.7    MM   8.6   MM   MM    MM
2017 09 19 06 50 130  9.0   MM    MM    MM    MM  MM 1004.2  12.9    MM   8.4   MM   MM    MM
2017 09 19 05 50 130  8.0   MM    MM    MM    MM  MM 1004.4  12.6    MM   8.9   MM   MM    MM
2017 09 19 04 50 110  9.0   MM    MM    MM    MM  MM 1004.5  13.0    MM   8.5   MM   MM    MM
2017 09 19 03 50  90  7.0   MM    MM    MM    MM  MM 1004.6  13.9    MM   8.5   MM   MM    MM
2017 09 19 02 50 120  6.0   MM    MM    MM    MM  MM 1004.7  13.7    MM   9.1   MM   MM    MM
2017 09 19 01 50  80  5.0   MM    MM    MM    MM  MM 1005.0  13.1    MM   9.8   MM   MM    MM
2017 09 19 00 50 120  9.0   MM    MM    MM    MM  MM 1005.0  14.1    MM   8.5   MM   MM    MM
2017 09 18 23 50 200  2.0   MM    MM    MM    MM  MM 1005.3  14.2    MM  10.6   MM   MM    MM
2017 09 18 22 50 120  3.0   MM    MM    MM    MM  MM 1005.8  14.4    MM  10.3   MM   MM    MM
2017 09 18 21 50 120  5.0   MM    MM    MM    MM  MM 1006.4  13.9    MM  10.2   MM   MM    MM
2017 09 18 20 50 120  4.0   MM    MM    MM    MM  MM 1006.6  13.5    MM  10.4   MM   MM    MM
2017 09 18 19 50 130  4.0   MM    MM    MM    MM  MM 1007.1  12.9    MM   9.9   MM   MM    MM
2017 09 18 18 50 120  6.0   MM    MM    MM    MM  MM 1007.5  12.4    MM  10.1   MM   MM    MM
2017 09 18 17 50 120  3.0   MM    MM    MM    MM  MM 1007.3  11.2    MM   9.7   MM   MM    MM
2017 09 18 16 50 130  5.0   MM    MM    MM    MM  MM 1007.1  11.1    MM   9.6   MM   MM    MM
2017 09 18 15 50 150  3.0   MM    MM    MM    MM  MM 1007.3  11.0    MM   9.1   MM   MM    MM
2017 09 18 14 50 120  7.0   MM    MM    MM    MM  MM 1006.7  11.2    MM   9.1   MM   MM    MM
2017 09 18 13 50 120  6.0   MM    MM    MM    MM  MM 1006.6  11.0    MM   9.0   MM   MM    MM
2017 09 18 12 50  90  5.0   MM    MM    MM    MM  MM 1006.6  11.5    MM   9.9   MM   MM    MM
2017 09 18 11 50 120  7.0   MM    MM    MM    MM  MM 1006.8  11.4    MM   9.8   MM   MM    MM
2017 09 18 10 50 130  6.0   MM    MM    MM    MM  MM 1007.2  11.8    MM  10.2   MM   MM    MM
2017 09 18 09 50 120  6.0   MM    MM    MM    MM  MM 1007.7  11.8    MM  10.2   MM   MM    MM
2017 09 18 08 50 150  7.0   MM    MM    MM    MM  MM 1007.9  12.1    MM  10.5   MM   MM    MM
2017 09 18 07 50  70  6.0   MM    MM    MM    MM  MM 1007.9  12.1    MM  10.6   MM   MM    MM
2017 09 18 06 50 100  9.0   MM    MM    MM    MM  MM 1008.0  13.3    MM   9.8   MM   MM    MM
2017 09 18 05 50  70  5.0   MM    MM    MM    MM  MM 1007.9  13.7    MM   9.2   MM   MM    MM
2017 09 18 04 50 120  6.0   MM    MM    MM    MM  MM 1007.3  13.2    MM   9.7   MM   MM    MM
2017 09 18 03 50 120  6.0   MM    MM    MM    MM  MM 1007.0  13.1    MM   9.8   MM   MM    MM
2017 09 18 02 50 120  8.0   MM    MM    MM    MM  MM 1006.6  12.7    MM  10.3   MM   MM    MM
2017 09 18 01 50 110  7.0   MM    MM    MM    MM  MM 1006.4  12.5    MM  10.8   MM   MM    MM
2017 09 18 00 50 110  8.0   MM    MM    MM    MM  MM 1006.3  12.9    MM  11.8   MM   MM    MM
2017 09 17 23 50 120 10.0   MM    MM    MM    MM  MM 1006.0  14.2    MM  11.3   MM   MM    MM
2017 09 17 22 50 190  9.0   MM    MM    MM    MM  MM 1006.1  14.9    MM  11.2   MM   MM    MM
2017 09 17 21 50 120  9.0   MM    MM    MM    MM  MM 1006.1  15.0    MM  11.2   MM   MM    MM
2017 09 17 20 50 120 10.0   MM    MM    MM    MM  MM 1005.9  16.2    MM   9.9   MM   MM    MM
2017 09 17 19 50 100  9.0   MM    MM    MM    MM  MM 1006.1  15.8    MM  10.7   MM   MM    MM
2017 09 17 18 50 120  8.0   MM    MM    MM    MM  MM 1007.3  15.4    MM  10.8   MM   MM    MM
2017 09 17 17 50 120  9.0   MM    MM    MM    MM  MM 1008.0  14.2    MM  10.5   MM   MM    MM
2017 09 17 16 50 120  9.0   MM    MM    MM    MM  MM 1008.2  13.5    MM  10.7   MM   MM    MM
2017 09 17 15 50 120  8.0   MM    MM    MM    MM  MM 1008.4  12.8    MM  10.1   MM   MM    MM
2017 09 17 14 50 120  7.0   MM    MM    MM    MM  MM 1009.0  13.3    MM   9.4   MM   MM    MM
2017 09 17 13 50 120  6.0   MM    MM    MM    MM  MM 1008.9  12.8    MM  10.1   MM   MM    MM
2017 09 17 12 50 130  7.0   MM    MM    MM    MM  MM 1008.9  13.1    MM  10.0   MM   MM    MM
2017 09 17 11 50 160  5.0   MM    MM    MM    MM  MM 1009.2  13.3    MM  10.3   MM   MM    MM
2017 09 17 10 50 130  7.0   MM    MM    MM    MM  MM 1009.7  13.1    MM  10.1   MM   MM    MM
2017 09 17 09 50 100  5.0   MM    MM    MM    MM  MM 1009.9  12.9    MM   9.8   MM   MM    MM
2017 09 17 08 50 110  6.0   MM    MM    MM    MM  MM 1010.5  13.0    MM   9.8   MM   MM    MM
2017 09 17 07 50 120  4.0   MM    MM    MM    MM  MM 1010.8  13.7    MM  10.2   MM   MM    MM
2017 09 17 06 50 140  4.0   MM    MM    MM    MM  MM 1011.0  14.0    MM  10.6   MM   MM    MM
2017 09 17 05 50  70  1.0   MM    MM    MM    MM  MM 1011.1  13.8    MM  10.6   MM   MM    MM
2017 09 17 04 50 280  2.0   MM    MM    MM    MM  MM 1011.1  14.1    MM  11.1   MM   MM    MM
2017 09 17 03 50 310  2.0   MM    MM    MM    MM  MM 1011.2  15.5    MM  12.3   MM   MM    MM
2017 09 17 02 50  MM  0.0   MM    MM    MM    MM  MM 1011.5  16.3    MM  10.9   MM   MM    MM
2017 09 17 01 50 240  2.0   MM    MM    MM    MM  MM 1011.9  17.7    MM  12.7   MM   MM    MM
2017 09 17 00 50  30  1.0   MM    MM    MM    MM  MM 1012.4  19.5    MM   9.1   MM   MM    MM
2017 09 16 23 50 130  1.0   MM    MM    MM    MM  MM 1012.9  17.5    MM  11.3   MM   MM    MM
2017 09 16 22 50 180  1.0   MM    MM    MM    MM  MM 1013.4  18.3    MM  13.0   MM   MM    MM
2017 09 16 21 50 220  1.0   MM    MM    MM    MM  MM 1014.1  17.6    MM  12.3   MM   MM    MM
2017 09 16 20 50 220  1.0   MM    MM    MM    MM  MM 1014.9  17.1    MM  11.8   MM   MM    MM
2017 09 16 19 50  MM  0.0   MM    MM    MM    MM  MM 1015.7  17.6    MM  11.6   MM   MM    MM
2017 09 16 18 50 170  1.0   MM    MM    MM    MM  MM 1016.3  13.7    MM  10.1   MM   MM    MM
2017 09 16 17 50 110  2.0   MM    MM    MM    MM  MM 1016.7  13.3    MM   9.4   MM   MM    MM
2017 09 16 16 50  MM  0.0   MM    MM    MM    MM  MM 1016.8  12.3    MM   8.4   MM   MM    MM
2017 09 16 15 50  60  3.0   MM    MM    MM    MM  MM 1016.8  10.9    MM   8.3   MM   MM    MM
2017 09 16 14 50  40  2.0   MM    MM    MM    MM  MM 1016.6  11.7    MM   9.1   MM   MM    MM
2017 09 16 13 50  40  1.0   MM    MM    MM    MM  MM 1016.2  12.7    MM   9.7   MM   MM    MM
2017 09 16 12 50  40  2.0   MM    MM    MM    MM  MM 1016.2  12.8    MM   9.2   MM   MM    MM
2017 09 16 11 50 110  3.0   MM    MM    MM    MM  MM 1016.2  13.0    MM   8.8   MM   MM    MM
2017 09 16 10 50 110  5.0   MM    MM    MM    MM  MM 1015.8  13.3    MM   9.0   MM   MM    MM
2017 09 16 09 50 120  3.0   MM    MM    MM    MM  MM 1015.7  14.4    MM   9.1   MM   MM    MM
2017 09 16 08 50 130  5.0   MM    MM    MM    MM  MM 1015.6  14.2    MM   9.8   MM   MM    MM
2017 09 16 07 50 120  7.0   MM    MM    MM    MM  MM 1015.6  14.9    MM   9.1   MM   MM    MM
